,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,,-additional
439,Óscar Plano,es ESP,MFFW,Valladolid,29,1991,28.0,52,37,25,17,10,16,44,36.4,28,445,131,29.4,126,204,115,57,6,0,51,37,89,39,0,Matches,7c388b20
440,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,0,0,0,0,0,0,1,0.0,1,5,1,20.0,2,2,1,2,0,0,2,0,0,0,0,Matches,0d298637
441,Jorge Pombo,es ESP,FWMF,Cádiz,26,1994,5.8,5,4,2,2,1,0,7,0.0,7,90,25,27.8,20,54,16,4,0,0,4,3,8,4,0,Matches,0a8bcb23
442,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,30,19,12,14,4,4,15,26.7,11,270,74,27.4,63,152,55,19,2,0,17,11,41,15,0,Matches,29b61deb
443,Francisco Portillo,es ESP,MFFW,Getafe,30,1990,4.6,5,3,1,4,0,3,14,21.4,11,58,12,20.7,15,28,15,6,0,0,6,5,10,2,0,Matches,8e010ff4
444,Portu,es ESP,FWMF,Real Sociedad,28,1992,24.3,18,14,8,7,3,2,32,6.3,30,389,97,24.9,66,162,161,24,2,0,22,14,32,6,0,Matches,1bda5842
445,Sergio Postigo,es ESP,DF,Levante,31,1988,18.0,22,13,17,4,1,8,21,38.1,13,144,42,29.2,91,47,6,33,10,0,23,39,61,120,1,Matches,474ecac8
446,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,0,2,0,0,0,0,0,0,0,0,Matches,cbdf7d5c
447,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,21,1999,24.3,43,26,23,14,6,16,47,34.0,31,306,97,31.7,115,113,78,47,3,0,44,28,71,48,1,Matches,3c16d927
448,Antonio Puertas,es ESP,FWMF,Granada,28,1992,24.1,27,17,12,10,5,11,28,39.3,17,326,75,23.0,92,130,104,38,7,1,31,17,44,17,0,Matches,c77a8043
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,3.2,5,5,1,4,0,2,4,50.0,2,66,13,19.7,6,38,22,2,0,0,2,2,7,0,0,Matches,f090a37a
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,43,27,32,11,0,16,46,34.8,30,296,113,38.2,178,99,19,51,24,0,27,35,78,138,0,Matches,978cd030
451,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,6,6,1,4,1,4,8,50.0,4,91,26,28.6,12,53,26,8,0,0,8,4,10,0,0,Matches,41fb0f4e
452,Quini,es ESP,DF,Granada,30,1989,13.2,42,23,28,10,4,22,40,55.0,18,213,52,24.4,110,66,37,21,8,0,13,21,63,45,0,Matches,7a538238
453,Quique,es ESP,FWMF,Eibar,30,1990,1.9,0,0,0,0,0,0,1,0.0,1,33,5,15.2,1,12,20,4,1,0,3,0,0,0,0,Matches,c966fce1
454,Dani Raba,es ESP,MF,Villarreal,24,1995,1.7,3,2,0,2,1,1,4,25.0,3,36,10,27.8,9,22,5,3,0,0,3,2,5,1,0,Matches,ea6a7ab4
455,Uroš Račić,rs SRB,MF,Valencia,22,1998,24.3,38,26,16,17,5,15,59,25.4,44,367,115,31.3,134,185,48,41,11,0,30,20,58,58,0,Matches,faed84db
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,18,11,9,9,0,6,21,28.6,15,162,47,29.0,57,82,23,17,4,0,13,13,31,23,1,Matches,b5dd3469
457,Ivan Rakitić,hr CRO,MF,Sevilla,32,1988,24.8,35,30,15,16,4,8,40,20.0,32,387,111,28.7,109,190,88,37,5,0,32,20,55,37,1,Matches,89f951b5
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,5,2,3,1,1,1,2,50.0,1,35,7,20.0,21,8,6,6,1,0,5,3,8,6,0,Matches,be3a0121
459,Sandro Ramírez,es ESP,FWMF,Huesca,25,1995,14.3,21,11,6,11,4,4,11,36.4,7,237,58,24.5,35,115,87,13,1,0,12,15,36,3,0,Matches,833fb62e
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,20,12,10,8,2,6,14,42.9,8,97,39,40.2,47,38,12,18,5,1,13,16,36,46,1,Matches,08511d65
461,Recio,es ESP,MF,Eibar,29,1991,8.2,16,9,3,10,3,5,16,31.3,11,146,47,32.2,30,75,41,6,1,0,5,4,20,3,0,Matches,54073b28
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2.0,0,0,0,0,0,0,4,0.0,4,16,7,43.8,16,0,0,0,0,0,0,1,1,6,0,Matches,4b3c863f
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,10,8,3,6,1,4,8,50.0,4,92,33,35.9,40,38,14,16,3,1,13,6,16,25,0,Matches,3376a776
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,0,2,0,Matches,374ee424
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,0,0,0,0,0,0,0,,0,4,3,75.0,2,2,0,1,0,0,1,0,0,0,0,Matches,e8a0d2f7
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,1,1,0,1,0,0,0,,0,7,4,57.1,3,3,1,1,0,0,1,0,1,1,0,Matches,fce521d7
467,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,25,15,14,8,3,9,43,20.9,34,376,94,25.0,118,182,76,31,3,0,28,20,45,21,0,Matches,def69cd0
468,Emiliano Rigoni,ar ARG,MFFW,Elche,27,1993,12.7,14,10,5,7,2,4,17,23.5,13,150,33,22.0,38,65,47,15,1,0,14,5,19,10,0,Matches,a1216563
469,Luis Rioja,es ESP,MFDF,Alavés,26,1993,23.2,25,15,15,8,2,9,48,18.8,39,319,77,24.1,85,146,88,28,1,0,27,31,56,39,0,Matches,eb3dd471
470,Rober,es ESP,DFMF,Levante,25,1995,15.8,23,14,15,6,2,8,20,40.0,12,188,61,32.4,101,64,23,31,16,0,15,39,62,86,2,Matches,c00097d2
471,Roberto,es ESP,GK,Valladolid,34,1986,13.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,ba3ca78f
472,Sergi Roberto,es ESP,DFMF,Barcelona,28,1992,10.5,12,7,5,4,3,7,14,50.0,7,87,22,25.3,29,33,25,25,7,0,18,8,20,13,0,Matches,335fa267
473,Joel Robles,es ESP,GK,Betis,30,1990,18.0,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,0,1,0,Matches,cda0b317
474,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,42,31,15,19,8,13,40,32.5,27,337,102,30.3,87,175,75,25,2,0,23,22,64,14,0,Matches,ecd8c01e
475,Rodrigo,es ESP,FWMF,Betis,20,2000,6.0,4,2,1,2,1,2,6,33.3,4,69,21,30.4,12,35,22,7,1,0,6,2,6,2,0,Matches,85bed4ee
476,Kévin Rodrigues,pt POR,MFDF,Eibar,26,1994,12.2,18,11,11,6,1,7,22,31.8,15,193,50,25.9,51,87,55,22,1,0,21,14,32,19,0,Matches,f1bed920
477,Ángel Rodríguez,es ESP,FWMF,Getafe,33,1987,15.3,5,3,1,1,3,1,13,7.7,12,250,53,21.2,13,129,108,11,2,0,9,2,7,7,0,Matches,8cfc2f69
478,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,22,1998,5.7,17,14,3,11,3,4,14,28.6,10,89,32,36.0,13,49,27,4,0,0,4,8,25,4,0,Matches,19709006
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,105,69,54,45,6,38,91,41.8,53,706,222,31.4,257,384,65,77,14,0,63,58,163,68,2,Matches,34e393f2
480,Miguel Rodríguez,es ESP,FWMF,Celta Vigo,17,2003,0.3,3,2,0,3,0,0,0,,0,8,3,37.5,0,6,2,1,0,0,1,0,3,0,0,Matches,958d67bb
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,4,4,2,2,0,1,9,11.1,8,93,24,25.8,29,50,14,10,1,0,9,9,13,7,0,Matches,15781606
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,15,7,7,6,2,2,18,11.1,16,220,49,22.3,46,107,67,20,0,0,20,7,22,5,0,Matches,8f5e92a6
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,22,15,13,8,1,8,16,50.0,8,153,54,35.3,84,55,14,17,5,0,12,12,34,41,0,Matches,51e3954c
484,Rubén,es ESP,GKMF,Osasuna,36,1984,2.1,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches,24279b8b
485,Waldo Rubio,es ESP,FWMF,Valladolid,24,1995,4.2,7,5,4,1,2,2,11,18.2,9,105,23,21.9,38,41,26,8,0,0,8,1,8,4,0,Matches,ccaa5728
486,Aitor Ruibal,es ESP,FWMF,Betis,24,1996,17.7,38,24,13,14,11,16,49,32.7,33,310,98,31.6,68,148,94,25,0,0,25,21,59,15,0,Matches,a55d8df5
487,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,2,2,1,1,0,0,0,,0,12,2,16.7,5,5,2,1,0,0,1,0,2,2,0,Matches,6e36226f
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,24.0,17,11,11,6,0,5,10,50.0,5,141,49,34.8,70,61,10,26,12,0,14,46,63,138,0,Matches,b3dc6eca
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,625c144a
490,Modibo Sagnan,fr FRA,DFMF,Real Sociedad,21,1999,6.9,12,5,7,4,1,4,8,50.0,4,71,26,36.6,34,35,2,10,2,0,8,7,19,32,0,Matches,76d679c7
491,Borja Sainz,es ESP,MFFW,Alavés,19,2001,5.0,9,8,2,4,3,2,12,16.7,10,133,42,31.6,33,60,40,10,1,0,9,5,14,0,0,Matches,1b40049a
492,Salvi,es ESP,MFFW,Cádiz,29,1991,21.5,21,12,14,7,0,9,22,40.9,13,317,84,26.5,102,133,82,23,2,0,21,18,39,31,0,Matches,405f267a
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,31,18,20,10,1,6,27,22.2,21,321,83,25.9,120,178,23,33,9,0,24,15,46,38,0,Matches,efecd633
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,7,6,0,5,2,1,4,25.0,3,137,30,21.9,2,57,78,6,0,0,6,2,9,8,1,Matches,0a447501
495,Oihan Sancet,es ESP,FWMF,Athletic Club,20,2000,11.5,10,9,4,4,2,4,12,33.3,8,233,55,23.6,27,116,90,7,0,0,7,3,13,5,0,Matches,bdb624a3
496,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,26,11,15,10,1,10,25,40.0,15,167,58,34.7,88,72,7,46,30,0,16,26,52,219,3,Matches,ea9b2ef9
497,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,19,12,14,4,1,7,8,87.5,1,74,24,32.4,49,22,3,18,8,0,10,13,32,55,0,Matches,60359288
498,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,27,11,12,9,6,10,23,43.5,13,205,64,31.2,78,68,59,14,0,0,14,11,38,22,0,Matches,ffacd3d5
499,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,5,0,0.0,3,2,0,5,2,0,3,0,0,0,0,Matches,ffacd3d5
500,Juan Sánchez Miño,ar ARG,DFMF,Elche,30,1990,5.5,11,5,7,4,0,7,13,53.8,6,63,12,19.0,27,34,2,13,1,0,12,4,15,10,0,Matches,3ae7e4ea
501,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,47,32,11,29,7,11,57,19.3,46,444,128,28.8,88,285,71,33,8,1,25,26,73,57,1,Matches,466824fb
502,Ivan Šaponjić,rs SRB,FW,Cádiz,22,1997,4.3,0,0,0,0,0,0,1,0.0,1,80,11,13.8,8,47,25,2,0,0,2,3,3,3,0,Matches,d2aea9ac
503,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,32.8,48,26,33,14,1,20,33,60.6,13,225,98,43.6,148,70,7,49,18,0,31,35,83,149,0,Matches,f6ac68c1
504,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,56,38,24,26,6,23,67,34.3,44,536,132,24.6,176,279,81,35,8,0,27,19,75,24,0,Matches,a62b4888
505,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches,3e8bb8ce
506,Sidnei,br BRA,DF,Betis,30,1989,7.7,12,4,8,4,0,3,10,30.0,7,64,16,25.0,36,25,3,10,4,0,6,10,22,39,0,Matches,b14d0c5d
507,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,19,14,2,14,3,3,15,20.0,12,218,68,31.2,26,121,71,19,1,0,18,19,38,6,0,Matches,e2716bd0
508,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,20,12,14,6,0,7,16,43.8,9,100,31,31.0,59,36,5,15,7,0,8,9,29,26,0,Matches,47d493c3
509,Rui Silva,pt POR,GK,Granada,26,1994,32.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,0,0,0,0,0,0,3,1,Matches,ea83bfa6
510,Unai Simón,es ESP,GK,Athletic Club,23,1997,37.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,0,0,0,0,0,0,2,2,Matches,5dcf3e90
511,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,47,30,36,8,3,17,33,51.5,16,264,94,35.6,154,91,19,59,20,0,39,41,88,185,1,Matches,92d38e6c
512,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,9970da54
513,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,29,16,16,9,4,12,25,48.0,13,124,35,28.2,51,46,27,30,4,0,26,18,47,44,0,Matches,062fc2e6
514,Rubén Sobrino,es ESP,MFFW,Valencia,28,1992,0.5,4,3,2,1,1,1,1,100.0,0,15,5,33.3,3,8,4,1,0,0,1,1,5,0,0,Matches,19b776e9
515,Rubén Sobrino,es ESP,FWMF,Cádiz,28,1992,12.4,32,21,12,14,6,7,25,28.0,18,249,84,33.7,90,108,51,21,1,0,20,11,43,15,0,Matches,19b776e9
516,Augusto Solari,ar ARG,MF,Celta Vigo,28,1992,5.4,19,13,10,7,2,4,23,17.4,19,159,32,20.1,59,66,34,11,1,0,10,4,23,9,0,Matches,3ca6106c
517,Roberto Soldado,es ESP,FW,Granada,35,1985,16.0,9,8,1,5,3,3,14,21.4,11,223,52,23.3,10,103,110,6,0,0,6,6,15,15,1,Matches,9d66fbe3
518,Carlos Soler,es ESP,MF,Valencia,23,1997,30.4,38,21,13,21,4,16,48,33.3,32,387,102,26.4,132,194,61,46,11,0,35,21,59,55,0,Matches,fed17f5a
519,Son,es ESP,DFMF,Levante,26,1994,12.3,19,12,7,10,2,7,23,30.4,16,159,43,27.0,47,63,49,23,2,0,21,15,34,23,0,Matches,037dbd30
520,David Soria,es ESP,GK,Getafe,27,1993,28.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,1,0,0,1,0,0,1,0,Matches,8f8c6934
521,Alberto Soro,es ESP,FWMF,Granada,21,1999,4.4,5,5,0,4,1,0,4,0.0,4,94,29,30.9,25,48,21,10,0,0,10,4,9,1,0,Matches,452c3055
522,Hugo Sotelo,es ESP,MF,Celta Vigo,16,2003,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches,3aa74860
523,Damián Suárez,uy URU,DF,Getafe,32,1988,27.0,55,33,30,20,5,25,68,36.8,43,507,148,29.2,189,226,92,58,2,0,56,34,89,86,0,Matches,ba5004e1
524,Denis Suárez,es ESP,MF,Celta Vigo,26,1994,31.7,66,35,24,29,13,22,103,21.4,81,674,176,26.1,222,359,93,38,2,0,36,27,93,20,0,Matches,12c50af5
525,Luis Suárez,uy URU,FW,Atlético Madrid,33,1987,27.9,12,5,0,5,7,2,9,22.2,7,168,43,25.6,7,74,87,14,1,0,13,6,18,14,0,Matches,a6154613
526,Suso,es ESP,FW,Sevilla,26,1993,24.6,20,13,8,6,6,8,29,27.6,21,227,68,30.0,50,102,75,20,0,0,20,9,29,4,0,Matches,4e219ad2
527,Tachi,es ESP,DF,Alavés,22,1997,9.4,12,7,10,2,0,3,11,27.3,8,73,20,27.4,47,23,3,15,6,0,9,9,21,46,0,Matches,8b625720
528,Renato Tapia,pe PER,MF,Celta Vigo,25,1995,30.0,78,49,42,30,6,23,82,28.0,59,613,171,27.9,228,325,60,77,14,0,63,46,124,107,2,Matches,34269bdf
529,Tomás Tavares,pt POR,MFDF,Alavés,19,2001,0.7,1,1,1,0,0,1,2,50.0,1,11,1,9.1,9,0,2,0,0,0,0,1,2,2,0,Matches,0dce3356
530,Álvaro Tejero,es ESP,DF,Eibar,24,1996,1.2,5,3,0,3,2,2,3,66.7,1,15,5,33.3,4,9,2,2,0,0,2,0,5,6,0,Matches,868ce848
531,Cristian Tello,es ESP,FWMF,Betis,28,1991,14.3,13,9,4,7,2,5,27,18.5,22,192,46,24.0,33,99,60,21,0,0,21,8,21,3,0,Matches,72a99e38
532,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,1,Matches,6f51e382
533,David Timor,es ESP,MFDF,Getafe,30,1989,15.5,15,8,4,9,2,8,18,44.4,10,118,37,31.4,36,62,20,11,3,1,8,13,28,92,1,Matches,174651c8
534,Toño,es ESP,DF,Levante,30,1989,8.1,7,5,5,2,0,4,10,40.0,6,77,25,32.5,42,23,12,11,1,0,10,8,15,17,0,Matches,d4ef9ac5
535,Lucas Torreira,uy URU,MFFW,Atlético Madrid,24,1996,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0,Matches,52611641
536,Óliver Torres,es ESP,MFFW,Sevilla,25,1994,15.6,36,26,13,18,5,17,47,36.2,30,307,92,30.0,67,173,67,28,2,0,26,16,52,5,0,Matches,58a9a4d9
537,Pau Torres,es ESP,DF,Villarreal,23,1997,33.0,17,10,7,8,2,5,15,33.3,10,155,58,37.4,99,47,9,49,26,1,23,30,47,144,3,Matches,532e1e4f
538,Roberto Torres,es ESP,MFFW,Osasuna,31,1989,21.0,14,8,5,6,3,6,26,23.1,20,226,52,23.0,47,115,64,15,0,0,15,20,34,19,0,Matches,d733aa38
539,Lucas Torró,es ESP,MF,Osasuna,26,1994,17.2,31,21,7,20,4,17,36,47.2,19,217,79,36.4,65,116,36,23,8,0,15,29,60,58,0,Matches,0e4fef6e
540,Manu Trigueros,es ESP,MF,Villarreal,28,1991,28.1,59,35,30,23,6,16,73,21.9,57,594,136,22.9,206,278,110,38,3,0,35,15,74,21,0,Matches,963829d0
541,Francisco Trincão,pt POR,FWMF,Barcelona,20,1999,7.8,7,4,1,4,2,1,6,16.7,5,121,26,21.5,23,52,46,3,1,0,2,4,11,2,0,Matches,77e39b04
542,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,27.5,66,37,39,17,10,25,57,43.9,32,341,110,32.3,147,136,58,51,5,0,46,38,104,63,1,Matches,21512407
543,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,7.2,8,5,4,4,0,3,5,60.0,2,64,23,35.9,22,39,3,12,6,0,6,12,20,27,0,Matches,3eed9821
544,Enes Ünal,tr TUR,FW,Getafe,23,1997,14.6,10,7,2,6,2,1,10,10.0,9,324,73,22.5,23,169,132,18,1,0,17,3,13,13,0,Matches,f8eca1b6
545,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,7b456af7
546,Eugeni Valderrama,es ESP,FWMF,Huesca,26,1994,1.3,2,1,1,0,1,0,3,0.0,3,18,6,33.3,6,7,5,2,0,0,2,3,5,3,1,Matches,a75b4071
547,Jesús Vallejo,es ESP,DF,Granada,23,1997,15.0,17,8,11,6,0,6,21,28.6,15,148,42,28.4,79,63,6,35,12,1,23,10,27,86,0,Matches,c2111b45
548,Manu Vallejo,es ESP,FWMF,Valencia,23,1997,10.6,20,9,6,8,6,6,19,31.6,13,269,54,20.1,60,122,87,12,1,0,11,6,26,3,0,Matches,0bc4e720
549,Federico Valverde,uy URU,MF,Real Madrid,22,1998,14.8,27,19,9,9,9,8,29,27.6,21,257,69,26.8,56,121,80,19,3,0,16,22,49,8,0,Matches,0959c2a2
550,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,30.2,25,12,17,7,1,12,21,57.1,9,182,58,31.9,96,75,11,42,20,0,22,36,61,146,0,Matches,9f8e9423
551,Denis Vavro,sk SVK,DF,Huesca,24,1996,6.8,8,1,2,6,0,3,6,50.0,3,50,12,24.0,22,27,1,4,1,0,3,13,21,34,0,Matches,08990838
552,Franco Vázquez,ar ARG,FWMF,Sevilla,31,1989,1.8,4,3,0,2,2,1,6,16.7,5,36,11,30.6,9,20,7,3,1,0,2,0,4,3,0,Matches,467bae22
553,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,6.2,15,12,8,5,2,3,10,30.0,7,108,29,26.9,61,33,14,21,1,0,20,11,26,18,0,Matches,ee923664
554,Lucas Vázquez,es ESP,DFFW,Real Madrid,29,1991,20.5,66,43,35,21,10,14,40,35.0,26,394,128,32.5,143,168,83,35,2,0,33,15,81,27,0,Matches,fd51b456
555,Koke Vegas,es ESP,GK,Levante,24,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,bfb15d99
556,Gabriel Veiga,es ESP,MFDF,Celta Vigo,18,2002,1.3,3,1,1,2,0,1,4,25.0,3,36,11,30.6,10,20,6,3,0,0,3,0,3,0,0,Matches,35a6e5c7
557,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,18.9,38,29,15,18,5,10,41,24.4,31,331,91,27.5,104,183,44,31,6,0,25,16,54,19,0,Matches,4112ace5
558,Gonzalo Verdú,es ESP,DF,Elche,31,1988,32.7,37,24,30,7,0,12,32,37.5,20,263,109,41.4,176,73,14,52,31,1,21,43,80,170,1,Matches,1c2c55fc
559,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,19.1,34,26,11,19,4,11,43,25.6,32,413,84,20.3,117,239,57,34,8,0,26,24,58,47,0,Matches,b0fce72c
560,Rúben Vezo,pt POR,DF,Levante,26,1994,25.7,41,24,31,8,2,12,29,41.4,17,202,66,32.7,117,68,17,40,15,1,25,35,76,142,3,Matches,c67cd65c
561,Iñigo Vicente,es ESP,FWMF,Athletic Club,22,1998,0.6,1,1,1,0,0,1,1,100.0,0,6,4,66.7,4,0,2,0,0,0,0,0,1,0,0,Matches,afafac57
562,Fede Vico,es ESP,MFFW,Granada,26,1994,8.5,16,10,10,5,1,5,13,38.5,8,184,43,23.4,41,100,43,16,2,0,14,15,31,2,0,Matches,f681a8ef
563,Aleix Vidal,es ESP,DF,Sevilla,30,1989,6.6,14,11,7,6,1,5,11,45.5,6,82,29,35.4,30,42,10,16,1,0,15,10,24,17,0,Matches,04965583
564,Nacho Vidal,es ESP,DF,Osasuna,25,1995,26.1,64,30,35,24,5,21,37,56.8,16,342,101,29.5,159,119,64,70,11,0,59,46,110,98,0,Matches,3a9c4b7b
565,Toni Villa,es ESP,MFFW,Valladolid,25,1995,10.8,26,19,10,11,5,11,41,26.8,30,266,78,29.3,62,138,66,16,0,0,16,7,33,4,0,Matches,636eae97
566,Asier Villalibre,es ESP,FW,Athletic Club,22,1997,17.7,5,4,0,4,1,1,4,25.0,3,222,53,23.9,6,99,117,5,1,0,4,3,8,14,0,Matches,57be54ec
567,Iván Villar,es ESP,GK,Celta Vigo,23,1997,19.8,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,0,0,0,0,Matches,cde52ef5
568,Vitolo,es ESP,MFFW,Atlético Madrid,30,1989,3.3,3,3,1,0,2,1,7,14.3,6,46,12,26.1,8,19,19,6,0,0,6,1,4,1,0,Matches,db750822
569,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,28,1992,5.8,18,13,11,7,0,7,12,58.3,5,67,19,28.4,38,24,5,11,0,0,11,6,24,18,0,Matches,46a8347f
570,Nikola Vukčević,me MNE,MF,Levante,28,1991,9.0,13,7,5,7,1,3,15,20.0,12,110,29,26.4,32,68,10,13,6,0,7,5,18,22,0,Matches,4442fbcd
571,Daniel Wass,dk DEN,MFDF,Valencia,31,1989,33.1,54,35,20,32,2,14,52,26.9,38,346,94,27.2,134,163,49,59,15,1,44,29,83,73,0,Matches,d83bbc54
572,Shon Weissman,il ISR,FW,Valladolid,24,1996,23.7,11,9,4,4,3,6,20,30.0,14,434,110,25.3,38,177,219,24,5,0,19,6,17,6,0,Matches,379dc075
573,Iñaki Williams,es ESP,FW,Athletic Club,26,1994,26.5,15,7,0,7,8,1,13,7.7,12,287,85,29.6,13,95,179,13,0,0,13,3,18,20,0,Matches,6a99e0b1
574,Nico Williams,es ESP,MF,Athletic Club,18,2002,0.6,0,0,0,0,0,0,2,0.0,2,19,2,10.5,6,5,8,1,1,0,0,1,1,0,0,Matches,afdc14d7
575,Jawad El Yamiq,ma MAR,DF,Valladolid,28,1992,15.3,27,16,19,8,0,7,9,77.8,2,129,49,38.0,83,44,2,28,15,1,13,38,65,150,0,Matches,f6f6b6e8
576,Rubén Yáñez,es ESP,GK,Getafe,26,1993,10.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches,039ae103
577,Yoel,es ESP,GK,Eibar,31,1988,3.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,61bb7498
578,Okay Yokuşlu,tr TUR,MF,Celta Vigo,26,1994,5.1,13,10,5,6,2,3,9,33.3,6,74,25,33.8,25,42,7,8,3,0,5,10,23,13,0,Matches,e49ce451
579,Joseba Zaldúa,es ESP,DF,Real Sociedad,28,1992,7.1,16,8,8,7,1,7,21,33.3,14,96,24,25.0,31,48,17,9,2,0,7,6,22,28,0,Matches,5ca20b7a
580,Oier Zarraga,es ESP,MF,Athletic Club,21,1999,1.1,1,1,0,1,0,0,1,0.0,1,18,3,16.7,4,9,5,1,0,0,1,0,1,0,0,Matches,968a1c2f
581,Igor Zubeldia,es ESP,DF,Real Sociedad,23,1997,21.8,30,21,20,10,0,11,18,61.1,7,183,60,32.8,95,76,12,34,15,0,19,24,54,96,0,Matches,5c7845f6
582,Martín Zubimendi,es ESP,MF,Real Sociedad,21,1999,20.9,33,21,16,13,4,10,30,33.3,20,314,81,25.8,112,168,34,33,11,1,22,32,65,55,0,Matches,3ee0dd59
