,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,30.2,1795,350,1073,799,49,18,1708,4,5,80.0,4,0,1097,6724,4071,73,7,0,4,3,1165,1145,98.3,4,Matches,b7ca5c51
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,23.3,1525,72,427,624,576,87,1334,25,51,49.0,31,6,940,4971,3053,148,45,25,40,31,1067,940,88.1,111,Matches,63f04c6c
422,Pedri,es ESP,MF,Barcelona,17,2002,26.8,2023,25,235,990,947,93,1976,25,45,55.6,26,2,1544,7335,3331,169,64,17,49,28,1820,1626,89.3,153,Matches,0d9b2d31
423,Facundo Pellistri,uy URU,MFFW,Alavés,18,2001,6.0,185,2,34,97,75,14,183,17,24,70.8,17,1,145,976,619,36,9,7,18,16,182,119,65.4,28,Matches,ac7e7b1c
424,Rubén Peña,es ESP,DFMF,Villarreal,29,1991,12.4,739,27,171,372,254,24,655,27,43,62.8,29,5,479,2679,1574,80,22,9,22,18,536,465,86.8,49,Matches,1f079188
425,Pepe,es ESP,DF,Granada,20,2000,2.8,105,11,54,46,7,0,91,0,0,,0,0,29,150,60,2,0,0,0,1,32,30,93.8,0,Matches,6583a8a9
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,755,19,150,392,293,33,720,67,89,75.3,70,10,604,3486,1991,118,36,10,24,42,666,520,78.1,33,Matches,5496cc91
427,Iñigo Pérez,es ESP,MFDF,Osasuna,32,1988,15.0,757,19,117,462,195,16,653,1,5,20.0,3,1,414,1360,653,24,5,1,13,15,577,467,80.9,34,Matches,bc61cc65
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3.0,95,82,94,1,0,0,57,0,0,,0,0,39,210,90,0,0,0,0,0,29,29,100.0,0,Matches,8f29e08b
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,682,25,136,406,190,22,666,19,27,70.4,19,3,460,2538,1378,62,13,4,16,19,565,450,79.6,36,Matches,237a3851
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,847,5,47,375,478,81,668,27,41,65.9,28,2,523,3099,1614,97,32,20,56,33,877,520,59.3,125,Matches,a300ac7e
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,792,67,288,366,173,2,650,3,8,37.5,4,0,334,1814,974,38,15,0,4,5,431,361,83.8,12,Matches,b7c04927
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,267,59,162,115,7,5,255,2,2,100.0,2,0,119,836,539,7,0,0,0,0,134,128,95.5,0,Matches,f7c491f1
433,Pablo Piatti,ar ARG,MFFW,Elche,31,1989,4.0,178,0,21,87,82,3,172,3,11,27.3,5,0,133,748,313,13,5,1,7,5,176,129,73.3,24,Matches,48e89655
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,40,8,19,13,11,2,36,0,2,0.0,0,0,26,129,65,4,0,0,1,1,28,26,92.9,2,Matches,32c0491f
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,1178,81,303,766,172,27,1160,20,24,83.3,21,0,698,3394,1240,55,19,2,20,13,754,662,87.8,20,Matches,e54bd0a2
436,Yeremi Pino,es ESP,FWMF,Villarreal,17,2002,8.9,454,12,63,196,228,57,450,21,41,51.2,25,1,342,1781,1137,65,16,16,31,14,454,347,76.4,87,Matches,540ec57b
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,1368,161,576,859,39,14,1329,1,1,100.0,1,0,961,5549,3297,83,10,0,2,3,1046,1015,97.0,7,Matches,adfc9123
438,Miralem Pjanić,ba BIH,MF,Barcelona,30,1990,7.0,832,19,167,492,222,10,799,9,11,81.8,9,1,543,2471,1097,44,14,2,6,7,709,684,96.5,22,Matches,ad6df2d5
439,Óscar Plano,es ESP,MFFW,Valladolid,29,1991,28.0,1205,56,251,582,447,73,1174,12,25,48.0,12,0,734,3789,1747,75,30,2,42,31,1003,747,74.5,121,Matches,7c388b20
440,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,6,1,1,3,2,0,6,0,0,,0,0,3,4,1,0,0,0,0,1,11,4,36.4,0,Matches,0d298637
441,Jorge Pombo,es ESP,FWMF,Cádiz,26,1994,5.8,271,2,37,153,117,15,261,13,24,54.2,14,1,208,1275,852,41,17,2,27,11,242,192,79.3,24,Matches,0a8bcb23
442,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,512,16,97,298,145,26,506,10,19,52.6,12,0,288,1378,737,29,6,3,21,22,397,300,75.6,42,Matches,29b61deb
443,Francisco Portillo,es ESP,MFFW,Getafe,30,1990,4.6,313,2,35,146,149,11,301,8,15,53.3,8,0,250,1018,511,31,8,2,6,9,283,238,84.1,24,Matches,8e010ff4
444,Portu,es ESP,FWMF,Real Sociedad,28,1992,24.3,774,11,84,292,444,133,756,16,27,59.3,17,0,534,3147,1999,101,29,22,32,35,958,557,58.1,181,Matches,1bda5842
445,Sergio Postigo,es ESP,DF,Levante,31,1988,18.0,1024,194,611,449,21,2,977,3,3,100.0,3,0,585,3427,2051,44,6,0,1,1,650,639,98.3,1,Matches,474ecac8
446,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,8,0,0,1,7,1,8,0,0,,0,0,2,0,0,0,0,0,2,0,8,6,75.0,1,Matches,cbdf7d5c
447,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,21,1999,24.3,1359,47,304,694,414,17,1162,14,32,43.8,17,4,788,3481,1856,97,22,7,17,16,888,772,86.9,29,Matches,3c16d927
448,Antonio Puertas,es ESP,FWMF,Granada,28,1992,24.1,958,32,156,404,463,70,908,45,68,66.2,48,2,637,3577,1933,107,24,14,55,50,1000,633,63.3,125,Matches,c77a8043
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,3.2,377,1,45,251,119,9,372,6,7,85.7,6,0,280,1773,838,46,25,3,7,1,358,338,94.4,17,Matches,f090a37a
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,1911,284,1090,808,162,24,1846,8,11,72.7,8,0,1205,7518,4232,109,33,0,4,9,1283,1251,97.5,10,Matches,978cd030
451,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,150,2,13,82,65,10,149,7,12,58.3,7,0,109,405,181,12,5,2,9,7,138,98,71.0,16,Matches,41fb0f4e
452,Quini,es ESP,DF,Granada,30,1989,13.2,666,50,242,283,167,12,538,15,24,62.5,17,1,319,1505,674,35,8,5,9,17,307,272,88.6,23,Matches,7a538238
453,Quique,es ESP,FWMF,Eibar,30,1990,1.9,68,0,2,32,37,6,65,2,3,66.7,2,0,32,111,33,2,1,0,4,1,94,48,51.1,16,Matches,c966fce1
454,Dani Raba,es ESP,MF,Villarreal,24,1995,1.7,115,0,11,58,54,5,109,4,7,57.1,5,2,79,462,191,10,4,1,7,5,102,84,82.4,12,Matches,ea6a7ab4
455,Uroš Račić,rs SRB,MF,Valencia,22,1998,24.3,1335,85,348,849,217,24,1320,18,30,60.0,19,1,807,4344,1789,79,21,1,13,24,951,860,90.4,27,Matches,faed84db
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,777,20,189,517,122,9,767,6,8,75.0,6,0,542,2706,1320,56,16,0,6,15,594,563,94.8,21,Matches,b5dd3469
457,Ivan Rakitić,hr CRO,MF,Sevilla,32,1988,24.8,1957,68,414,1231,441,43,1878,15,30,50.0,16,1,1301,5615,2828,108,33,2,21,29,1651,1519,92.0,66,Matches,89f951b5
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,160,11,55,84,31,1,127,3,6,50.0,5,0,82,480,227,10,6,0,2,1,88,78,88.6,4,Matches,be3a0121
459,Sandro Ramírez,es ESP,FWMF,Huesca,25,1995,14.3,532,6,64,276,236,53,511,24,45,53.3,25,4,389,2127,1011,52,21,9,48,26,606,378,62.4,91,Matches,833fb62e
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,1225,159,574,645,73,17,1194,5,6,83.3,5,0,815,4399,2501,52,6,0,2,2,960,929,96.8,5,Matches,08511d65
461,Recio,es ESP,MF,Eibar,29,1991,8.2,511,4,42,277,220,20,469,7,11,63.6,8,1,350,1923,809,44,14,1,14,10,411,359,87.3,18,Matches,54073b28
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2.0,84,8,47,41,1,0,79,0,0,,0,0,56,173,71,0,0,0,0,1,60,60,100.0,0,Matches,4b3c863f
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,559,36,197,296,95,8,499,5,7,71.4,5,0,388,1743,1072,38,5,0,2,5,414,398,96.1,10,Matches,3376a776
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38.0,1268,1145,1260,9,0,0,934,1,1,100.0,1,0,655,3180,1522,0,0,0,0,0,616,615,99.8,0,Matches,374ee424
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,14,1,3,9,2,0,14,0,0,,0,0,9,47,19,1,0,0,0,0,11,11,100.0,1,Matches,e8a0d2f7
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,25,0,6,8,11,1,21,0,0,,0,0,12,23,13,0,0,0,1,0,16,15,93.8,0,Matches,fce521d7
467,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,1117,48,280,632,276,48,1087,29,45,64.4,35,2,740,3422,1670,70,22,2,27,37,919,760,82.7,83,Matches,def69cd0
468,Emiliano Rigoni,ar ARG,MFFW,Elche,27,1993,12.7,541,13,91,266,223,22,475,18,38,47.4,23,3,360,2078,1176,55,19,7,28,18,475,365,76.8,53,Matches,a1216563
469,Luis Rioja,es ESP,MFDF,Alavés,26,1993,23.2,917,30,175,414,404,61,850,43,72,59.7,44,1,626,3786,2536,126,40,27,37,39,782,559,71.5,98,Matches,eb3dd471
470,Rober,es ESP,DFMF,Levante,25,1995,15.8,1039,140,544,522,43,9,1009,6,6,100.0,6,0,650,3886,2303,50,9,1,6,5,682,667,97.8,3,Matches,c00097d2
471,Roberto,es ESP,GK,Valladolid,34,1986,13.0,441,371,440,1,0,0,254,0,0,,0,0,163,706,403,0,0,0,0,0,148,148,100.0,0,Matches,ba3ca78f
472,Sergi Roberto,es ESP,DFMF,Barcelona,28,1992,10.5,966,42,224,466,336,26,890,8,9,88.9,8,0,677,2843,1517,71,23,4,6,4,790,733,92.8,44,Matches,335fa267
473,Joel Robles,es ESP,GK,Betis,30,1990,18.0,595,495,588,7,0,0,423,0,0,,0,0,271,1324,682,0,0,0,0,0,259,257,99.2,0,Matches,cda0b317
474,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,1056,28,221,548,355,22,1001,41,52,78.8,45,2,736,3579,1746,63,22,1,32,36,848,732,86.3,68,Matches,ecd8c01e
475,Rodrigo,es ESP,FWMF,Betis,20,2000,6.0,320,1,41,170,133,17,311,7,11,63.6,7,0,257,1246,576,31,8,4,11,14,284,243,85.6,31,Matches,85bed4ee
476,Kévin Rodrigues,pt POR,MFDF,Eibar,26,1994,12.2,700,22,139,345,256,12,615,14,27,51.9,15,2,423,1845,951,43,15,0,16,30,500,413,82.6,30,Matches,f1bed920
477,Ángel Rodríguez,es ESP,FWMF,Getafe,33,1987,15.3,519,8,24,239,283,67,505,9,29,31.0,10,1,345,1484,616,41,10,7,49,31,764,388,50.8,136,Matches,8cfc2f69
478,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,22,1998,5.7,416,3,46,211,183,24,384,10,20,50.0,11,2,285,1357,721,39,10,4,12,12,348,302,86.8,48,Matches,19709006
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,2037,105,558,1321,220,29,1985,28,33,84.8,29,0,1256,4827,1977,76,17,1,16,24,1333,1272,95.4,18,Matches,34e393f2
480,Miguel Rodríguez,es ESP,FWMF,Celta Vigo,17,2003,0.3,19,0,3,10,7,1,19,1,1,100.0,1,0,14,107,62,4,0,0,0,0,22,14,63.6,3,Matches,958d67bb
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,366,10,88,232,64,2,359,2,5,40.0,2,0,286,1380,658,29,8,0,4,4,311,290,93.2,8,Matches,15781606
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,583,6,63,269,306,61,574,19,43,44.2,21,0,464,2574,1785,95,34,14,26,20,589,463,78.6,77,Matches,8f5e92a6
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,679,48,279,330,111,9,555,3,6,50.0,3,1,309,1836,934,30,14,0,6,6,308,273,88.6,12,Matches,51e3954c
484,Rubén,es ESP,GKMF,Osasuna,36,1984,2.1,65,51,64,1,0,0,39,0,0,,0,0,26,103,60,0,0,0,0,0,24,24,100.0,0,Matches,24279b8b
485,Waldo Rubio,es ESP,FWMF,Valladolid,24,1995,4.2,165,11,48,67,65,9,161,5,11,45.5,5,1,124,708,385,13,7,1,4,7,151,110,72.8,14,Matches,ccaa5728
486,Aitor Ruibal,es ESP,FWMF,Betis,24,1996,17.7,798,10,106,354,397,72,786,37,67,55.2,40,2,607,2784,1725,88,22,16,31,45,742,565,76.1,127,Matches,a55d8df5
487,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,27,2,5,21,2,1,27,0,0,,0,0,12,69,21,1,0,0,0,1,17,14,82.4,1,Matches,6e36226f
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,24.0,1475,169,729,794,31,7,1424,4,4,100.0,4,0,893,5002,2538,63,8,0,5,7,983,968,98.5,2,Matches,b3dc6eca
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2.0,99,78,99,0,0,0,77,0,0,,0,0,57,227,141,0,0,0,0,0,53,53,100.0,0,Matches,625c144a
490,Modibo Sagnan,fr FRA,DFMF,Real Sociedad,21,1999,6.9,453,61,236,239,14,7,441,2,3,66.7,2,0,316,1724,969,22,2,0,0,5,325,317,97.5,1,Matches,76d679c7
491,Borja Sainz,es ESP,MFFW,Alavés,19,2001,5.0,200,0,29,98,98,19,198,8,24,33.3,10,0,152,1025,504,22,6,6,15,17,211,130,61.6,30,Matches,1b40049a
492,Salvi,es ESP,MFFW,Cádiz,29,1991,21.5,808,34,179,304,380,29,724,9,25,36.0,11,0,452,2592,1569,72,28,4,47,29,732,483,66.0,75,Matches,405f267a
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,697,56,216,420,81,4,688,3,3,100.0,3,0,332,1075,364,11,3,0,5,4,425,385,90.6,3,Matches,efecd633
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,330,8,20,197,144,39,310,9,13,69.2,11,0,209,1088,472,23,16,3,32,14,405,238,58.8,54,Matches,0a447501
495,Oihan Sancet,es ESP,FWMF,Athletic Club,20,2000,11.5,471,10,51,247,211,37,454,16,26,61.5,16,0,332,1969,1001,57,23,7,20,22,555,358,64.5,104,Matches,bdb624a3
496,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,1230,222,709,544,32,16,1181,3,3,100.0,3,0,566,2539,1263,20,2,0,3,3,684,632,92.4,9,Matches,ea9b2ef9
497,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,468,73,296,189,13,3,453,2,2,100.0,2,0,255,1416,753,16,4,0,3,0,276,273,98.9,2,Matches,60359288
498,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,654,21,127,334,224,18,542,8,15,53.3,9,1,364,1695,931,46,12,5,13,6,440,367,83.4,33,Matches,ffacd3d5
499,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,36,3,13,14,12,1,30,0,0,,0,0,20,190,67,1,0,0,0,0,24,21,87.5,0,Matches,ffacd3d5
500,Juan Sánchez Miño,ar ARG,DFMF,Elche,30,1990,5.5,335,22,112,188,47,1,308,7,11,63.6,8,2,219,958,508,17,5,0,6,5,257,229,89.1,15,Matches,3ae7e4ea
501,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,1081,57,231,669,212,26,1068,7,13,53.8,8,0,514,2053,936,35,11,1,17,16,676,556,82.2,36,Matches,466824fb
502,Ivan Šaponjić,rs SRB,FW,Cádiz,22,1997,4.3,135,3,13,78,51,16,128,2,7,28.6,2,0,69,240,85,3,1,0,8,7,216,97,44.9,17,Matches,d2aea9ac
503,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,32.8,2005,239,972,1110,50,13,1954,6,7,85.7,6,0,1283,6732,4126,118,9,0,4,3,1360,1336,98.2,1,Matches,f6ac68c1
504,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,1108,39,263,659,268,36,1083,19,38,50.0,22,1,736,4320,2275,87,30,7,27,24,842,730,86.7,58,Matches,a62b4888
505,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,6,0,3,3,1,0,6,1,1,100.0,1,0,5,25,19,0,0,0,0,0,4,4,100.0,1,Matches,3e8bb8ce
506,Sidnei,br BRA,DF,Betis,30,1989,7.7,591,70,332,278,13,3,578,0,1,0.0,0,0,388,1985,772,20,6,0,1,2,421,420,99.8,0,Matches,b14d0c5d
507,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,1016,13,84,585,405,56,982,26,44,59.1,29,1,753,4003,1990,105,34,7,15,19,895,783,87.5,90,Matches,e2716bd0
508,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,393,43,190,222,19,2,373,0,0,,0,0,247,1774,1053,18,3,0,1,1,256,251,98.0,0,Matches,47d493c3
509,Rui Silva,pt POR,GK,Granada,26,1994,32.0,1144,974,1133,13,0,0,750,1,1,100.0,1,0,465,2595,1560,0,0,0,0,0,417,415,99.5,0,Matches,ea83bfa6
510,Unai Simón,es ESP,GK,Athletic Club,23,1997,37.0,1120,976,1117,3,1,0,753,1,1,100.0,1,0,533,2611,1465,0,0,0,1,0,423,423,100.0,0,Matches,5dcf3e90
511,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,2195,319,1312,929,104,58,2105,11,13,84.6,11,0,1182,7484,4339,74,14,0,15,6,1450,1396,96.3,9,Matches,92d38e6c
512,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,24,22,24,0,0,0,16,0,0,,0,0,7,33,14,0,0,0,0,0,7,7,100.0,0,Matches,9970da54
513,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,829,39,211,410,246,15,649,3,9,33.3,4,0,403,1934,1095,34,17,1,2,7,434,386,88.9,18,Matches,062fc2e6
514,Rubén Sobrino,es ESP,MFFW,Valencia,28,1992,0.5,34,1,5,17,16,2,34,0,0,,0,0,20,113,89,6,3,0,1,2,30,19,63.3,3,Matches,19b776e9
515,Rubén Sobrino,es ESP,FWMF,Cádiz,28,1992,12.4,425,17,104,209,146,24,419,21,32,65.6,23,0,284,1536,947,35,14,5,34,17,446,262,58.7,43,Matches,19b776e9
516,Augusto Solari,ar ARG,MF,Celta Vigo,28,1992,5.4,275,8,53,137,100,20,270,6,14,42.9,11,0,186,731,437,19,6,3,9,9,218,173,79.4,25,Matches,3ca6106c
517,Roberto Soldado,es ESP,FW,Granada,35,1985,16.0,488,15,33,213,253,79,449,5,14,35.7,6,2,225,766,315,23,7,8,31,10,692,321,46.4,109,Matches,9d66fbe3
518,Carlos Soler,es ESP,MF,Valencia,23,1997,30.4,1847,95,430,1099,456,37,1639,23,40,57.5,27,0,1142,7017,3986,152,44,2,22,20,1339,1220,91.1,41,Matches,fed17f5a
519,Son,es ESP,DFMF,Levante,26,1994,12.3,766,41,171,336,298,31,633,12,24,50.0,16,1,442,2012,1125,49,25,1,15,11,512,434,84.8,44,Matches,037dbd30
520,David Soria,es ESP,GK,Getafe,27,1993,28.0,927,719,910,17,1,0,584,0,0,,0,0,377,2778,2019,0,0,0,0,0,264,258,97.7,0,Matches,8f8c6934
521,Alberto Soro,es ESP,FWMF,Granada,21,1999,4.4,169,4,22,76,83,11,161,2,5,40.0,3,0,115,716,380,20,7,1,5,10,160,101,63.1,23,Matches,452c3055
522,Hugo Sotelo,es ESP,MF,Celta Vigo,16,2003,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches,3aa74860
523,Damián Suárez,uy URU,DF,Getafe,32,1988,27.0,1568,45,374,804,449,10,1194,20,35,57.1,21,6,665,2876,1688,72,28,3,10,19,722,671,92.9,29,Matches,ba5004e1
524,Denis Suárez,es ESP,MF,Celta Vigo,26,1994,31.7,2297,36,360,1506,613,19,2111,40,67,59.7,44,2,1601,8666,4560,232,88,4,40,28,1832,1677,91.5,77,Matches,12c50af5
525,Luis Suárez,uy URU,FW,Atlético Madrid,33,1987,27.9,904,14,49,383,503,180,871,11,40,27.5,17,10,510,1606,901,59,12,14,56,32,1337,714,53.4,236,Matches,a6154613
526,Suso,es ESP,FW,Sevilla,26,1993,24.6,1452,9,149,600,799,67,1388,51,66,77.3,54,2,1186,6050,3087,192,47,22,47,46,1394,1195,85.7,171,Matches,4e219ad2
527,Tachi,es ESP,DF,Alavés,22,1997,9.4,435,64,240,205,18,8,402,1,1,100.0,1,0,213,1146,704,14,0,0,2,0,258,251,97.3,0,Matches,8b625720
528,Renato Tapia,pe PER,MF,Celta Vigo,25,1995,30.0,1939,111,691,1187,183,17,1902,25,28,89.3,25,1,1186,5563,3092,100,31,0,10,28,1278,1210,94.7,15,Matches,34269bdf
529,Tomás Tavares,pt POR,MFDF,Alavés,19,2001,0.7,24,1,4,10,11,1,23,0,0,,0,0,18,95,52,1,1,0,0,0,20,15,75.0,3,Matches,0dce3356
530,Álvaro Tejero,es ESP,DF,Eibar,24,1996,1.2,114,4,27,55,35,1,94,0,0,,0,0,62,255,159,7,2,0,1,0,67,66,98.5,4,Matches,868ce848
531,Cristian Tello,es ESP,FWMF,Betis,28,1991,14.3,648,6,78,293,324,59,632,19,36,52.8,23,3,477,2695,1662,85,25,20,28,12,620,480,77.4,71,Matches,72a99e38
532,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31.0,1091,968,1086,5,1,1,899,0,1,0.0,1,0,645,2407,1379,0,0,0,0,0,638,635,99.5,0,Matches,6f51e382
533,David Timor,es ESP,MFDF,Getafe,30,1989,15.5,757,52,200,427,154,5,677,2,3,66.7,2,0,304,1623,797,41,7,1,4,3,357,338,94.7,6,Matches,174651c8
534,Toño,es ESP,DF,Levante,30,1989,8.1,481,21,161,205,146,10,417,10,19,52.6,12,1,333,1665,1002,52,16,4,8,10,351,315,89.7,28,Matches,d4ef9ac5
535,Lucas Torreira,uy URU,MFFW,Atlético Madrid,24,1996,5.8,372,16,103,237,43,5,370,1,1,100.0,1,0,220,971,484,19,3,2,2,8,278,261,93.9,5,Matches,52611641
536,Óliver Torres,es ESP,MFFW,Sevilla,25,1994,15.6,1175,6,151,718,382,34,1131,30,39,76.9,34,0,893,4354,2042,95,34,3,18,25,1037,928,89.5,85,Matches,58a9a4d9
537,Pau Torres,es ESP,DF,Villarreal,23,1997,33.0,2315,352,1290,1163,84,19,2251,29,34,85.3,31,0,1643,11171,7210,168,33,0,15,10,1720,1695,98.5,3,Matches,532e1e4f
538,Roberto Torres,es ESP,MFFW,Osasuna,31,1989,21.0,961,26,163,456,393,49,871,24,42,57.1,27,5,609,2501,1388,64,22,2,26,18,829,637,76.8,72,Matches,d733aa38
539,Lucas Torró,es ESP,MF,Osasuna,26,1994,17.2,864,66,210,529,153,26,859,11,15,73.3,12,0,459,1707,669,29,4,2,14,13,586,476,81.2,24,Matches,0e4fef6e
540,Manu Trigueros,es ESP,MF,Villarreal,28,1991,28.1,1891,36,327,1183,491,35,1857,22,29,75.9,23,1,1424,5784,2652,118,38,2,32,40,1707,1481,86.8,107,Matches,963829d0
541,Francisco Trincão,pt POR,FWMF,Barcelona,20,1999,7.8,495,6,56,185,294,56,484,22,36,61.1,22,0,404,2546,1395,72,13,8,12,21,511,417,81.6,75,Matches,77e39b04
542,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,27.5,2044,79,538,905,688,18,1777,18,23,78.3,18,4,1224,4304,2355,97,35,2,16,15,1397,1295,92.7,90,Matches,21512407
543,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,7.2,666,75,293,405,9,2,656,1,1,100.0,1,0,491,2417,1539,40,1,0,2,1,538,523,97.2,0,Matches,3eed9821
544,Enes Ünal,tr TUR,FW,Getafe,23,1997,14.6,576,14,27,253,317,80,561,14,23,60.9,15,0,318,1264,624,32,11,5,56,47,772,437,56.6,99,Matches,f8eca1b6
545,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5.0,155,145,155,0,0,0,124,0,0,,0,0,83,265,134,0,0,0,0,0,86,85,98.8,0,Matches,7b456af7
546,Eugeni Valderrama,es ESP,FWMF,Huesca,26,1994,1.3,93,4,24,61,14,0,84,1,2,50.0,1,0,65,303,129,4,0,0,0,1,67,65,97.0,1,Matches,a75b4071
547,Jesús Vallejo,es ESP,DF,Granada,23,1997,15.0,634,100,363,274,27,5,606,4,4,100.0,4,1,326,1805,1057,23,3,0,5,0,364,348,95.6,1,Matches,c2111b45
548,Manu Vallejo,es ESP,FWMF,Valencia,23,1997,10.6,408,2,36,186,217,48,385,9,28,32.1,10,1,264,1283,735,41,12,8,28,25,489,280,57.3,77,Matches,0bc4e720
549,Federico Valverde,uy URU,MF,Real Madrid,22,1998,14.8,914,8,129,503,364,31,901,25,32,78.1,28,0,682,4000,2299,103,39,5,12,10,792,707,89.3,54,Matches,0959c2a2
550,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,30.2,2013,284,1050,1055,71,24,1966,7,10,70.0,8,0,1343,9515,4466,94,18,0,5,3,1480,1444,97.6,6,Matches,9f8e9423
551,Denis Vavro,sk SVK,DF,Huesca,24,1996,6.8,369,31,194,187,24,3,359,1,2,50.0,1,0,212,1198,606,21,4,0,1,1,242,235,97.1,1,Matches,08990838
552,Franco Vázquez,ar ARG,FWMF,Sevilla,31,1989,1.8,142,3,17,80,50,7,141,1,2,50.0,1,1,97,308,119,5,2,0,5,6,131,113,86.3,10,Matches,467bae22
553,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,6.2,431,21,157,211,85,2,354,4,8,50.0,4,0,225,767,373,13,3,1,6,5,242,232,95.9,7,Matches,ee923664
554,Lucas Vázquez,es ESP,DFFW,Real Madrid,29,1991,20.5,1681,54,424,717,628,77,1553,29,44,65.9,29,0,1219,5567,3152,142,31,17,38,23,1434,1253,87.4,108,Matches,fd51b456
555,Koke Vegas,es ESP,GK,Levante,24,1995,1.0,32,27,32,0,0,0,18,0,0,,0,0,9,48,18,0,0,0,0,0,6,6,100.0,0,Matches,bfb15d99
556,Gabriel Veiga,es ESP,MFDF,Celta Vigo,18,2002,1.3,54,0,11,26,20,2,54,1,1,100.0,1,0,34,163,119,5,2,0,5,3,52,36,69.2,8,Matches,35a6e5c7
557,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,18.9,1056,40,235,711,162,7,1027,9,10,90.0,10,0,676,3126,1381,46,9,0,13,10,749,703,93.9,18,Matches,4112ace5
558,Gonzalo Verdú,es ESP,DF,Elche,31,1988,32.7,1865,319,1166,763,33,18,1786,10,11,90.9,10,1,1115,6002,3009,48,1,0,4,5,1260,1235,98.0,1,Matches,1c2c55fc
559,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,19.1,1098,52,242,728,191,25,1089,8,11,72.7,9,0,651,3450,1644,65,20,5,11,16,768,700,91.1,30,Matches,b0fce72c
560,Rúben Vezo,pt POR,DF,Levante,26,1994,25.7,1597,260,905,733,88,14,1515,7,11,63.6,7,0,944,6598,3630,89,21,0,2,9,995,978,98.3,4,Matches,c67cd65c
