,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
404,Iñigo Pérez,es ESP,MF,Osasuna,31,1988,12.0,444,598,74.2,8208,2842,191,221,86.4,189,236,80.1,54,118,45.8,1,0.7,+0.3,13,55,7,0,53,Matches,bc61cc65
405,Juan Pérez,es ESP,GK,Osasuna,23,1996,2.0,36,66,54.5,1561,1174,6,6,100.0,6,7,85.7,24,53,45.3,0,0.0,0.0,0,3,0,0,0,Matches,8f29e08b
406,Kike Pérez,es ESP,MFFW,Valladolid,22,1997,2.4,85,98,86.7,1569,369,41,42,97.6,28,32,87.5,15,20,75.0,0,0.1,-0.1,4,6,0,0,9,Matches,237a3851
407,Lucas Pérez,es ESP,FW,Alavés,30,1988,27.7,448,705,63.5,8352,2768,199,267,74.5,169,231,73.2,61,165,37.0,5,5.9,-0.9,60,31,27,4,66,Matches,a300ac7e
408,Rubén Pérez,es ESP,MF,Leganés,30,1989,24.4,895,1142,78.4,17933,5556,336,401,83.8,406,484,83.9,136,212,64.2,1,0.5,+0.5,8,97,9,0,98,Matches,3c7bc9bd
409,Samu Pérez,es ESP,GK,Valladolid,22,1997,0.3,2,7,28.6,128,116,0,0,,0,0,,2,7,28.6,0,0.0,0.0,0,0,0,0,0,Matches,aae17c81
410,Pablo Piatti,ar ARG,DFMF,Espanyol,30,1989,0.6,21,29,72.4,330,54,10,10,100.0,11,11,100.0,0,8,0.0,0,0.0,0.0,0,3,0,0,2,Matches,48e89655
411,Cristiano Piccini,it ITA,DF,Valencia,26,1992,0.8,41,51,80.4,764,258,15,15,100.0,20,21,95.2,5,14,35.7,0,0.0,0.0,0,2,2,1,3,Matches,32c0491f
412,Tomás Pina Isla,es ESP,MF,Alavés,31,1987,14.9,419,525,79.8,7164,1940,187,220,85.0,182,215,84.7,37,59,62.7,0,0.5,-0.5,4,36,3,0,42,Matches,e54bd0a2
413,Pipa,es ESP,DF,Espanyol,21,1998,5.3,153,218,70.2,2887,899,62,73,84.9,75,101,74.3,14,35,40.0,0,0.3,-0.3,5,6,4,2,9,Matches,10f1cd17
414,Gerard Piqué,es ESP,DF,Barcelona,32,1987,34.4,2469,2659,92.9,53750,14800,645,682,94.6,1381,1437,96.1,427,506,84.4,0,0.6,-0.6,5,194,3,0,117,Matches,adfc9123
415,Óscar Plano,es ESP,MF,Valladolid,28,1991,27.8,529,740,71.5,9408,2499,250,317,78.9,201,262,76.7,65,122,53.3,2,2.7,-0.7,25,54,18,6,49,Matches,7c388b20
416,Pere Pons,es ESP,MF,Alavés,26,1993,12.1,280,378,74.1,4900,1105,143,172,83.1,97,127,76.4,33,58,56.9,1,0.9,+0.1,5,9,4,1,17,Matches,29b61deb
417,Pedro Porro,es ESP,DFMF,Valladolid,19,1999,8.2,239,369,64.8,4291,1834,123,145,84.8,77,107,72.0,34,85,40.0,0,0.2,-0.2,4,17,7,3,18,Matches,27d0a506
418,Francisco Portillo,es ESP,MF,Getafe,29,1990,4.2,120,167,71.9,1935,741,58,74,78.4,48,61,78.7,9,19,47.4,2,0.9,+1.1,7,15,11,2,24,Matches,8e010ff4
419,Portu,es ESP,FWMF,Real Sociedad,27,1992,26.6,456,664,68.7,7041,2195,258,316,81.6,144,207,69.6,37,89,41.6,7,5.1,+1.9,34,27,34,17,51,Matches,1bda5842
420,Sergio Postigo,es ESP,DF,Levante,30,1988,26.4,842,1017,82.8,18920,7238,239,260,91.9,410,448,91.5,185,289,64.0,1,0.5,+0.5,7,56,7,0,70,Matches,474ecac8
421,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,07129f3c
422,Darío Poveda,es ESP,FW,Atlético Madrid,22,1997,0.1,3,4,75.0,30,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,cbdf7d5c
423,Alejandro Pozo Pozo,es ESP,FWMF,Sevilla,20,1999,0.4,10,14,71.4,151,46,5,6,83.3,4,6,66.7,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Matches,3c16d927
424,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,16.6,647,856,75.6,11243,4434,314,356,88.2,257,337,76.3,65,132,49.2,2,1.2,+0.8,17,34,17,10,41,Matches,3c16d927
425,Abdón Prats,es ESP,FWMF,Mallorca,26,1992,3.1,46,73,63.0,755,145,28,33,84.8,9,18,50.0,7,12,58.3,0,0.1,-0.1,2,4,0,0,5,Matches,d1b060e2
426,Antonio Puertas,es ESP,FWMF,Granada,27,1992,28.5,538,768,70.1,8381,1886,310,392,79.1,165,226,73.0,44,85,51.8,3,3.3,-0.3,17,27,12,7,39,Matches,c77a8043
427,Riqui Puig,es ESP,MF,Barcelona,19,1999,5.7,394,433,91.0,6796,1044,189,205,92.2,144,154,93.5,48,53,90.6,2,1.6,+0.4,10,31,8,0,20,Matches,f090a37a
428,Quini,es ESP,DF,Granada,29,1989,8.0,230,298,77.2,3958,1334,114,126,90.5,84,100,84.0,25,51,49.0,0,0.2,-0.2,6,18,3,2,18,Matches,7a538238
429,Xavi Quintillà,es ESP,DF,Villarreal,22,1996,17.5,850,1040,81.7,14125,4755,451,486,92.8,312,370,84.3,64,141,45.4,2,1.3,+0.7,19,39,17,9,44,Matches,84fb6aff
430,Quique,es ESP,FW,Eibar,29,1990,5.4,88,124,71.0,1348,275,47,61,77.0,30,45,66.7,6,10,60.0,1,0.3,+0.7,7,5,3,1,8,Matches,c966fce1
431,Nemanja Radoja,rs SRB,MF,Levante,26,1993,22.1,838,949,88.3,15935,3587,358,396,90.4,351,374,93.9,117,150,78.0,0,0.6,-0.6,5,59,8,3,71,Matches,b5dd3469
432,Rafinha,br BRA,MF,Celta Vigo,26,1993,23.5,1138,1317,86.4,19332,4445,550,612,89.9,430,470,91.5,123,168,73.2,1,1.4,-0.4,20,93,28,1,106,Matches,0c2ac3cb
433,Rafinha,br BRA,FWMF,Barcelona,26,1993,2.1,142,164,86.6,2281,363,87,93,93.5,36,41,87.8,17,25,68.0,0,0.3,-0.3,6,7,6,2,8,Matches,0c2ac3cb
434,Baba Rahman,gh GHA,DF,Mallorca,25,1994,1.2,42,60,70.0,775,304,21,26,80.8,16,20,80.0,5,13,38.5,0,0.0,0.0,0,2,1,0,3,Matches,e4086af3
435,Antonio Raillo,es ESP,DF,Mallorca,27,1991,30.8,959,1155,83.0,21239,7384,274,303,90.4,469,524,89.5,205,308,66.6,0,0.2,-0.2,3,37,2,0,43,Matches,b857bd29
436,Ivan Rakitić,hr CRO,MF,Barcelona,31,1988,17.7,1322,1485,89.0,22989,5160,613,674,90.9,524,566,92.6,140,181,77.3,3,1.4,+1.6,18,119,20,0,76,Matches,89f951b5
437,Sandro Ramírez,es ESP,FWMF,Valladolid,24,1995,14.5,273,376,72.6,4748,880,133,160,83.1,99,135,73.3,32,60,53.3,1,1.7,-0.7,12,21,9,4,20,Matches,833fb62e
438,Iván Ramis,es ESP,DF,Eibar,34,1984,5.1,166,198,83.8,4218,1008,31,32,96.9,84,92,91.3,50,73,68.5,0,0.0,0.0,0,8,0,0,9,Matches,d2be40f2
439,Adrián Ramos,co COL,FW,Granada,33,1986,2.5,49,75,65.3,735,209,25,39,64.1,17,23,73.9,4,6,66.7,0,0.1,-0.1,1,10,2,0,8,Matches,c693cf7c
440,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,33.5,1963,2144,91.6,44823,15383,573,613,93.5,924,969,95.4,442,517,85.5,0,0.3,-0.3,5,174,8,1,115,Matches,08511d65
441,Raúl,es ESP,FWMF,Betis,18,2000,0.2,4,7,57.1,53,5,3,6,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,18f0a9f0
442,Recio,es ESP,MF,Leganés,28,1991,17.4,744,860,86.5,12597,2897,391,419,93.3,263,291,90.4,73,115,63.5,0,0.3,-0.3,10,65,7,3,54,Matches,54073b28
443,Sergio Reguilón,es ESP,DF,Sevilla,22,1996,27.9,1426,1790,79.7,25327,9432,647,721,89.7,626,765,81.8,129,233,55.4,4,3.7,+0.3,41,87,39,21,115,Matches,3353737a
444,Manolo Reina,es ESP,GK,Mallorca,34,1985,36.0,741,1194,62.1,25280,18861,129,129,100.0,296,298,99.3,312,761,41.0,0,0.0,0.0,0,17,0,0,1,Matches,605eb473
445,Álex Remiro,es ESP,GK,Real Sociedad,24,1995,25.0,683,910,75.1,21052,12281,84,84,100.0,357,362,98.6,241,462,52.2,0,0.0,0.0,1,7,0,0,0,Matches,374ee424
446,Nico Ribaudo,es ESP,FWMF,Espanyol,18,2001,2.0,55,73,75.3,933,236,28,37,75.7,21,23,91.3,6,9,66.7,0,0.8,-0.8,4,4,4,1,4,Matches,ce8039aa
447,Luis Rioja,es ESP,MF,Alavés,25,1993,18.2,306,436,70.2,4431,1447,183,215,85.1,106,135,78.5,10,52,19.2,0,2.2,-2.2,16,14,13,5,30,Matches,eb3dd471
448,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,19,2000,0.1,1,3,33.3,21,20,0,0,,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches,65154df0
449,Cristian Rivera,es ESP,MF,Leganés,22,1997,3.5,114,132,86.4,2073,588,56,63,88.9,45,50,90.0,13,18,72.2,0,0.1,-0.1,1,13,1,1,7,Matches,8ef81d2d
450,Rober,es ESP,DF,Levante,24,1995,2.1,80,93,86.0,1796,756,28,31,90.3,31,33,93.9,21,28,75.0,0,0.0,0.0,0,3,0,0,3,Matches,c00097d2
451,Roberto,es ESP,GK,Alavés,33,1986,8.8,122,238,51.3,6545,5534,11,11,100.0,17,17,100.0,94,209,45.0,0,0.0,0.0,0,10,1,0,0,Matches,ba3ca78f
452,Sergi Roberto,es ESP,DFMF,Barcelona,27,1992,26.0,1964,2132,92.1,30594,7155,1051,1108,94.9,762,812,93.8,105,131,80.2,2,2.4,-0.4,27,129,40,4,120,Matches,335fa267
453,Joel Robles,es ESP,GK,Betis,29,1990,32.1,847,1152,73.5,23767,13255,178,179,99.4,386,389,99.2,278,579,48.0,0,0.0,0.0,0,13,1,0,0,Matches,cda0b317
454,Marc Roca,es ESP,MF,Espanyol,22,1996,33.4,1389,1731,80.2,29812,9478,468,530,88.3,632,742,85.2,263,404,65.1,1,2.6,-1.6,26,217,23,5,214,Matches,da27e268
455,Rubén Rochina,es ESP,MF,Levante,28,1991,20.8,700,967,72.4,14544,4761,326,377,86.5,224,279,80.3,144,285,50.5,3,2.6,+0.4,24,100,24,10,95,Matches,ecd8c01e
456,Rodrigo,es ESP,FW,Valencia,28,1991,20.9,479,632,75.8,8438,1685,244,293,83.3,166,217,76.5,57,96,59.4,7,4.4,+2.6,27,49,26,7,52,Matches,1fb1c435
457,Kévin Rodrigues,pt POR,DFMF,Leganés,25,1994,21.5,522,789,66.2,9635,4127,244,285,85.6,203,269,75.5,65,187,34.8,2,3.3,-1.3,34,41,21,10,54,Matches,f1bed920
458,Kévin Rodrigues,pt POR,DF,Real Sociedad,25,1994,0.1,4,7,57.1,75,18,1,1,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches,f1bed920
459,Ángel Rodríguez,es ESP,FW,Getafe,32,1987,15.6,197,315,62.5,3209,670,103,145,71.0,65,107,60.7,21,41,51.2,3,1.7,+1.3,14,18,8,3,14,Matches,8cfc2f69
460,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,21,1998,21.3,548,804,68.2,9893,2754,280,338,82.8,170,233,73.0,79,181,43.6,2,2.9,-0.9,28,51,21,8,56,Matches,19709006
461,Dani Rodríguez,es ESP,MFFW,Mallorca,31,1988,33.8,945,1161,81.4,17013,4376,437,491,89.0,345,400,86.3,123,198,62.1,2,2.2,-0.2,37,96,25,6,93,Matches,70f8e0bd
462,Guido Rodríguez,ar ARG,MF,Betis,25,1994,10.4,443,515,86.0,8802,2061,192,222,86.5,168,182,92.3,78,96,81.3,0,0.0,0.0,2,38,5,1,33,Matches,34e393f2
463,James Rodríguez,co COL,MF,Real Madrid,28,1991,4.7,239,305,78.4,4540,1136,112,129,86.8,79,86,91.9,38,72,52.8,1,1.8,-0.8,13,29,11,0,26,Matches,715bf047
464,Mario Rodriguez,es ESP,FW,Granada,22,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,a5cdedc7
465,Rodrygo,br BRA,FW,Real Madrid,18,2001,11.3,430,511,84.1,5826,1718,290,309,93.9,114,146,78.1,17,31,54.8,0,1.0,-1.0,15,21,22,8,45,Matches,8f5e92a6
466,Luka Romero,ar ARG,MF,Mallorca,14,2004,0.1,1,1,100.0,24,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,ca6edaa0
467,Facundo Roncaglia,ar ARG,DF,Osasuna,32,1987,14.2,452,585,77.3,10262,4310,133,151,88.1,216,265,81.5,99,156,63.5,0,0.2,-0.2,3,31,5,0,50,Matches,51e3954c
468,Roberto Rosales,ve VEN,DF,Leganés,30,1988,20.8,634,920,68.9,11645,5208,292,339,86.1,247,321,76.9,82,211,38.9,1,2.1,-1.1,23,40,17,9,61,Matches,81069528
469,Rubén,es ESP,GK,Osasuna,35,1984,17.6,269,525,51.2,11887,9001,20,20,100.0,60,61,98.4,189,444,42.6,0,0.0,0.0,0,12,0,0,0,Matches,24279b8b
470,Waldo Rubio,es ESP,MFFW,Valladolid,23,1995,9.8,188,299,62.9,3410,1044,98,122,80.3,61,89,68.5,27,62,43.5,2,1.0,+1.0,15,18,8,5,16,Matches,ccaa5728
471,Aitor Ruibal,es ESP,DFFW,Leganés,23,1996,13.6,306,414,73.9,4825,1624,163,191,85.3,112,142,78.9,20,54,37.0,0,0.8,-0.8,11,24,9,3,37,Matches,a55d8df5
472,Jorge Sáenz,es ESP,DFFW,Celta Vigo,22,1996,4.1,136,168,81.0,3402,961,35,39,89.7,61,69,88.4,40,58,69.0,0,0.0,0.0,0,9,0,0,2,Matches,bfca375c
473,Borja Sainz,es ESP,MFFW,Alavés,18,2001,6.4,94,130,72.3,1468,433,52,59,88.1,31,38,81.6,6,18,33.3,0,0.5,-0.5,5,6,5,2,10,Matches,1b40049a
474,Yannis Salibur,fr FRA,MFFW,Mallorca,28,1991,0.9,36,42,85.7,465,155,23,26,88.5,12,13,92.3,0,2,0.0,0,0.1,-0.1,2,2,3,0,3,Matches,bb4a42be
475,Mohammed Salisu,gh GHA,DF,Valladolid,20,1999,30.3,890,1056,84.3,19255,6699,227,254,89.4,508,546,93.0,149,239,62.3,1,0.1,+0.9,2,41,1,1,49,Matches,0b33f6ad
476,Fede San Emeterio,es ESP,MF,Valladolid,22,1997,19.5,558,683,81.7,10576,2518,232,268,86.6,233,268,86.9,81,120,67.5,0,0.2,-0.2,5,42,1,0,40,Matches,efecd633
477,Mikel San José,es ESP,MF,Athletic Club,30,1989,4.0,93,125,74.4,1683,490,43,53,81.1,39,52,75.0,8,13,61.5,0,0.0,0.0,1,4,2,0,6,Matches,003a5c72
478,Oihan Sancet,es ESP,MF,Athletic Club,19,2000,8.2,168,208,80.8,2926,477,82,97,84.5,64,76,84.2,18,24,75.0,1,0.7,+0.3,10,15,0,0,12,Matches,bdb624a3
479,Germán Sánchez,es ESP,DF,Granada,32,1986,25.5,738,901,81.9,18352,5062,128,159,80.5,404,447,90.4,203,288,70.5,0,0.1,-0.1,4,26,2,0,38,Matches,ea9b2ef9
480,Javi Sánchez,es ESP,DF,Valladolid,22,1997,5.5,157,197,79.7,3629,871,32,42,76.2,88,97,90.7,35,55,63.6,1,0.1,+0.9,1,3,0,0,5,Matches,60359288
481,Manuel Sánchez,es ESP,DF,Atlético Madrid,18,2000,3.6,135,173,78.0,2207,645,61,72,84.7,62,73,84.9,7,19,36.8,0,0.3,-0.3,4,2,5,3,12,Matches,ffacd3d5
482,Víctor Sánchez,es ESP,MFDF,Espanyol,31,1987,18.8,739,960,77.0,13922,4133,325,377,86.2,277,335,82.7,117,209,56.0,1,1.2,-0.2,25,71,12,6,66,Matches,ad4d0985
483,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,4.1,138,187,73.8,2296,729,64,86,74.4,58,67,86.6,12,23,52.2,1,0.5,+0.5,6,16,5,2,20,Matches,7958dc65
484,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,25.8,734,1009,72.7,13913,4350,300,373,80.4,317,410,77.3,108,178,60.7,1,1.0,0.0,15,92,9,3,101,Matches,466824fb
485,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,21,1997,0.1,0,2,0.0,0,0,0,0,,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,d2aea9ac
486,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,15.1,458,669,68.5,9443,4377,175,205,85.4,190,279,68.1,87,158,55.1,2,1.4,+0.6,15,31,28,16,54,Matches,f9acf8bf
487,Stefan Savić,me MNE,DF,Atlético Madrid,28,1991,22.0,864,1036,83.4,18915,6717,242,254,95.3,444,491,90.4,170,276,61.6,0,0.1,-0.1,2,63,4,0,64,Matches,f6ac68c1
488,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,9.0,325,399,81.5,6705,2839,115,126,91.3,151,178,84.8,56,84,66.7,0,0.0,0.0,1,21,0,0,13,Matches,a35134ae
489,Nélson Semedo,pt POR,DF,Barcelona,25,1993,23.3,1487,1663,89.4,23094,5895,865,917,94.3,496,562,88.3,101,122,82.8,2,2.1,-0.1,13,92,23,2,87,Matches,d04b94db
490,Josep Señé,es ESP,MF,Mallorca,27,1991,1.7,77,83,92.8,1444,310,30,31,96.8,37,39,94.9,10,13,76.9,0,0.1,-0.1,3,4,1,1,6,Matches,8fc259d7
491,Salva Sevilla,es ESP,MF,Mallorca,35,1984,28.5,1446,1745,82.9,25784,8610,705,771,91.4,501,564,88.8,196,344,57.0,3,3.4,-0.4,54,156,15,0,154,Matches,75bd85ea
492,Sidnei,br BRA,DF,Betis,29,1989,13.1,778,855,91.0,15845,4146,266,288,92.4,380,399,95.2,117,150,78.0,0,0.0,0.0,1,29,3,0,28,Matches,b14d0c5d
493,Jonathan Silva,ar ARG,DF,Leganés,25,1994,30.9,942,1365,69.0,17844,9563,423,485,87.2,361,491,73.5,140,324,43.2,2,2.1,-0.1,28,76,37,25,110,Matches,f2308b33
494,Rui Silva,pt POR,GK,Granada,25,1994,35.0,716,1279,56.0,29299,21311,89,91,97.8,222,225,98.7,403,961,41.9,0,0.5,-0.5,2,38,0,0,0,Matches,ea83bfa6
495,Unai Simón,es ESP,GK,Athletic Club,22,1997,33.2,650,1107,58.7,27262,20019,40,40,100.0,218,222,98.2,391,841,46.5,0,0.0,0.0,0,24,0,0,0,Matches,5dcf3e90
496,Dimitris Siovas,gr GRE,DF,Leganés,30,1988,21.3,594,834,71.2,13580,5328,168,199,84.4,279,340,82.1,140,269,52.0,0,0.1,-0.1,2,54,3,1,54,Matches,92d38e6c
497,Pione Sisto,dk DEN,FWMF,Celta Vigo,24,1995,9.9,348,445,78.2,5737,1104,183,206,88.8,118,144,81.9,32,62,51.6,0,0.3,-0.3,8,22,8,1,20,Matches,fd9c4805
498,Antonio Sivera,es ESP,GK,Alavés,22,1996,3.0,43,83,51.8,1980,1621,7,7,100.0,11,11,100.0,25,65,38.5,0,0.0,0.0,0,1,0,0,0,Matches,9970da54
499,Fyodor Smolov,ru RUS,FW,Celta Vigo,29,1990,8.3,135,196,68.9,1646,282,92,116,79.3,32,51,62.7,3,11,27.3,0,0.4,-0.4,4,8,2,0,7,Matches,cbbfa2e7
500,Rafa Soares,pt POR,DF,Eibar,24,1995,4.8,154,219,70.3,2959,1489,66,78,84.6,67,83,80.7,21,51,41.2,0,0.2,-0.2,6,9,8,5,18,Matches,062fc2e6
501,Rubén Sobrino,es ESP,FWMF,Valencia,27,1992,1.9,39,51,76.5,650,197,20,22,90.9,13,19,68.4,5,6,83.3,0,0.2,-0.2,3,3,3,1,3,Matches,19b776e9
502,Roberto Soldado,es ESP,FW,Granada,34,1985,26.1,390,568,68.7,5951,1039,226,289,78.2,121,176,68.8,29,63,46.0,4,3.8,+0.2,27,19,13,4,32,Matches,9d66fbe3
503,Carlos Soler,es ESP,MF,Valencia,22,1997,23.0,582,745,78.1,9999,2824,285,331,86.1,230,276,83.3,54,102,52.9,0,1.1,-1.1,12,49,25,2,72,Matches,fed17f5a
504,Kévin Soni,cm CMR,FW,Espanyol,21,1998,0.0,1,2,50.0,12,5,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,6435143e
505,David Soria,es ESP,GK,Getafe,26,1993,38.0,503,1130,44.5,26350,21645,6,6,100.0,82,86,95.3,415,1038,40.0,0,0.0,0.0,0,63,1,0,1,Matches,8f8c6934
506,Bruno Soriano,es ESP,MF,Villarreal,35,1984,2.9,252,267,94.4,4573,1116,107,114,93.9,113,120,94.2,28,29,96.6,0,0.0,0.0,0,8,1,0,14,Matches,09332647
507,Juan Soriano,es ESP,GK,Leganés,21,1997,11.0,168,297,56.6,5903,4092,16,16,100.0,72,73,98.6,80,208,38.5,0,0.0,0.0,0,2,0,0,0,Matches,5512b1a9
508,Damián Suárez,uy URU,DF,Getafe,31,1988,28.8,992,1515,65.5,19866,11334,394,470,83.8,440,606,72.6,142,380,37.4,4,2.3,+1.7,32,133,42,18,185,Matches,ba5004e1
509,Denis Suárez,es ESP,MFFW,Celta Vigo,25,1994,18.1,664,876,75.8,11398,3805,356,405,87.9,220,276,79.7,75,143,52.4,5,4.6,+0.4,43,64,35,10,81,Matches,12c50af5
510,Luis Suárez,uy URU,FW,Barcelona,32,1987,22.2,529,697,75.9,8520,1146,300,358,83.8,162,204,79.4,49,72,68.1,8,3.6,+4.4,30,19,19,2,35,Matches,a6154613
511,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,0.1,1,2,50.0,26,14,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,1d8c99b0
512,Suso,es ESP,FWMF,Sevilla,25,1993,8.7,295,391,75.4,5261,1520,147,171,86.0,105,131,80.2,38,66,57.6,1,1.3,-0.3,15,24,23,6,39,Matches,4e219ad2
513,Tachi,es ESP,DF,Alavés,21,1997,2.6,43,59,72.9,1022,402,13,15,86.7,17,24,70.8,11,18,61.1,0,0.0,0.0,0,1,0,0,2,Matches,8b625720
514,Rodrigo Tarín,es ESP,DF,Leganés,23,1996,10.6,191,239,79.9,4038,1455,62,68,91.2,94,113,83.2,31,54,57.4,0,0.0,0.0,1,9,1,0,6,Matches,a03c82b2
515,Álvaro Tejero,es ESP,DF,Eibar,23,1996,16.1,563,767,73.4,11220,5182,207,233,88.8,255,315,81.0,89,189,47.1,0,0.9,-0.9,13,56,29,15,67,Matches,868ce848
516,Cristian Tello,es ESP,MFFW,Betis,27,1991,8.7,285,377,75.6,5127,1284,133,163,81.6,109,134,81.3,34,57,59.6,0,0.3,-0.3,7,9,7,1,34,Matches,72a99e38
517,Marc-André ter Stegen,de GER,GK,Barcelona,27,1992,36.0,1250,1419,88.1,32381,19737,256,256,100.0,590,598,98.7,393,553,71.1,2,0.7,+1.3,2,8,2,0,1,Matches,6f51e382
518,David Timor,es ESP,MFDF,Getafe,29,1989,10.5,251,404,62.1,5933,2163,94,126,74.6,81,130,62.3,65,128,50.8,0,0.1,-0.1,4,44,5,2,39,Matches,174651c8
519,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,0.9,50,53,94.3,1010,240,11,12,91.7,31,32,96.9,7,8,87.5,0,0.0,0.0,0,2,0,0,2,Matches,88f130ed
520,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,11.0,178,230,77.4,2939,235,101,128,78.9,60,74,81.1,15,17,88.2,2,1.2,+0.8,8,5,3,1,6,Matches,5ceba7fc
521,Raúl de Tomás,es ESP,FW,Espanyol,24,1994,11.9,214,271,79.0,3797,674,117,134,87.3,67,84,79.8,25,41,61.0,0,0.4,-0.4,6,13,7,1,14,Matches,02ef8778
522,Toño,es ESP,DF,Levante,29,1989,17.7,738,914,80.7,12869,5223,377,401,94.0,279,324,86.1,71,148,48.0,2,1.6,+0.4,18,51,22,10,61,Matches,d4ef9ac5
523,Ferrán Torres,es ESP,MFFW,Valencia,19,2000,25.0,541,751,72.0,9120,2936,287,325,88.3,198,275,72.0,48,115,41.7,5,4.2,+0.8,27,32,41,15,71,Matches,9e1035f8
524,Óliver Torres,es ESP,MFFW,Sevilla,24,1994,17.7,810,994,81.5,16212,4066,350,391,89.5,302,356,84.8,138,199,69.3,3,2.1,+0.9,17,95,26,4,89,Matches,58a9a4d9
525,Pau Torres,es ESP,DF,Villarreal,22,1997,33.0,1724,1998,86.3,41899,13172,411,443,92.8,826,899,91.9,476,628,75.8,1,1.6,-0.6,8,102,4,0,91,Matches,532e1e4f
526,Roberto Torres,es ESP,MFFW,Osasuna,30,1989,30.2,722,1118,64.6,13887,5056,314,399,78.7,272,387,70.3,114,259,44.0,8,5.8,+2.2,46,76,37,16,116,Matches,d733aa38
527,Aleksandar Trajkovski,mk MKD,MF,Mallorca,26,1992,3.7,121,167,72.5,2608,536,48,61,78.7,37,43,86.0,31,52,59.6,0,1.2,-1.2,14,7,4,1,7,Matches,84bba8b6
528,Manu Trigueros,es ESP,MF,Villarreal,27,1991,17.2,784,918,85.4,14869,4324,305,343,88.9,366,402,91.0,98,140,70.0,4,3.8,+0.2,31,103,19,0,88,Matches,963829d0
529,Kieran Trippier,eng ENG,DF,Atlético Madrid,28,1990,22.0,938,1309,71.7,17623,8474,415,468,88.7,392,493,79.5,117,300,39.0,4,3.5,+0.5,42,62,52,12,126,Matches,21512407
530,Samuel Umtiti,fr FRA,DF,Barcelona,25,1993,10.5,749,808,92.7,14432,4444,286,298,96.0,372,388,95.9,84,108,77.8,0,0.0,0.0,0,57,0,0,42,Matches,3eed9821
531,Enes Ünal,tr TUR,FW,Valladolid,22,1997,26.0,423,621,68.1,6601,1583,253,332,76.2,122,189,64.6,35,55,63.6,2,2.7,-0.7,25,41,10,2,44,Matches,f8eca1b6
532,Tomáš Vaclík,cz CZE,GK,Sevilla,30,1989,32.5,668,921,72.5,21289,12638,86,87,98.9,302,305,99.0,278,526,52.9,0,0.0,0.0,0,7,0,0,0,Matches,7b456af7
533,Álvaro Vadillo,es ESP,FWMF,Granada,24,1994,13.5,303,454,66.7,5013,1970,168,213,78.9,88,117,75.2,35,90,38.9,1,1.6,-0.6,18,17,14,3,35,Matches,61b62b33
534,Germán Valera,es ESP,FW,Atlético Madrid,17,2002,0.0,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.1,-0.1,1,0,0,0,0,Matches,84f55b4a
535,Martin Valjent,sk SVK,DF,Mallorca,23,1995,35.4,1015,1207,84.1,21383,7430,341,368,92.7,479,536,89.4,187,288,64.9,0,0.6,-0.6,4,63,2,2,55,Matches,f2c6ac01
536,Jesús Vallejo,es ESP,DF,Granada,22,1997,7.0,174,222,78.4,4655,1684,23,27,85.2,99,105,94.3,52,87,59.8,0,0.2,-0.2,1,9,1,0,12,Matches,c2111b45
537,Manu Vallejo,es ESP,MFFW,Valencia,22,1997,4.6,70,94,74.5,1187,203,33,39,84.6,28,39,71.8,6,9,66.7,0,0.4,-0.4,3,8,1,0,3,Matches,0bc4e720
538,Federico Valverde,uy URU,MF,Real Madrid,21,1998,21.2,985,1119,88.0,16347,3944,533,578,92.2,333,373,89.3,96,129,74.4,5,3.5,+1.5,19,77,17,3,75,Matches,0959c2a2
