,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
421,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches,07129f3c
422,Darío Poveda,es ESP,FW,Atlético Madrid,22,1997,0.1,6,0,0,3,3,1,6,0,0,,0,0,4,5,2,0,0,0,1,0,8,6,75.0,1,Matches,cbdf7d5c
423,Alejandro Pozo Pozo,es ESP,FWMF,Sevilla,20,1999,0.4,23,0,3,9,12,3,23,0,2,0.0,0,0,17,64,45,4,0,1,4,1,20,17,85.0,6,Matches,3c16d927
424,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,16.6,1013,50,302,454,325,12,850,14,29,48.3,16,0,595,3177,1921,94,31,4,12,13,636,572,89.9,27,Matches,3c16d927
425,Abdón Prats,es ESP,FWMF,Mallorca,26,1992,3.1,114,0,4,57,57,22,108,2,5,40.0,2,0,70,204,73,5,2,1,16,5,173,89,51.4,30,Matches,d1b060e2
426,Antonio Puertas,es ESP,FWMF,Granada,27,1992,28.5,1103,33,141,553,499,97,1079,54,92,58.7,63,2,790,4126,2173,117,37,18,70,52,1137,779,68.5,210,Matches,c77a8043
427,Riqui Puig,es ESP,MF,Barcelona,19,1999,5.7,481,1,37,270,206,9,474,14,16,87.5,15,0,390,2079,925,44,17,1,9,4,452,414,91.6,39,Matches,f090a37a
428,Quini,es ESP,DF,Granada,29,1989,8.0,395,19,121,188,116,5,330,6,11,54.5,6,0,228,1287,653,30,13,1,9,9,203,181,89.2,11,Matches,7a538238
429,Xavi Quintillà,es ESP,DF,Villarreal,22,1996,17.5,1171,67,362,550,325,7,997,4,6,66.7,4,0,682,2623,1505,67,20,2,9,3,796,751,94.3,23,Matches,84fb6aff
430,Quique,es ESP,FW,Eibar,29,1990,5.4,192,3,20,93,90,13,184,3,4,75.0,3,0,95,404,187,9,3,3,21,8,315,145,46.0,45,Matches,c966fce1
431,Nemanja Radoja,rs SRB,MF,Levante,26,1993,22.1,1159,60,347,781,97,8,1144,30,40,75.0,30,0,807,4220,1685,60,12,1,15,23,818,763,93.3,30,Matches,b5dd3469
432,Rafinha,br BRA,MF,Celta Vigo,26,1993,23.5,1686,43,335,966,503,53,1655,56,74,75.7,57,2,1319,6790,3842,214,52,8,48,52,1360,1199,88.2,76,Matches,0c2ac3cb
433,Rafinha,br BRA,FWMF,Barcelona,26,1993,2.1,201,2,11,98,112,12,193,5,11,45.5,5,0,165,913,481,32,11,3,6,5,187,167,89.3,18,Matches,0c2ac3cb
434,Baba Rahman,gh GHA,DF,Mallorca,25,1994,1.2,74,5,21,34,25,1,56,0,1,0.0,0,0,33,273,181,9,5,0,1,1,32,30,93.8,1,Matches,e4086af3
435,Antonio Raillo,es ESP,DF,Mallorca,27,1991,30.8,1408,262,896,559,46,21,1352,2,2,100.0,2,0,790,5520,2858,49,7,0,4,1,866,834,96.3,18,Matches,b857bd29
436,Ivan Rakitić,hr CRO,MF,Barcelona,31,1988,17.7,1657,48,303,963,479,32,1590,8,17,47.1,10,2,1170,4741,2326,104,34,3,12,14,1414,1317,93.1,61,Matches,89f951b5
437,Sandro Ramírez,es ESP,FWMF,Valladolid,24,1995,14.5,559,3,44,286,262,48,517,22,44,50.0,22,1,415,2155,996,54,9,7,29,19,640,400,62.5,130,Matches,833fb62e
438,Iván Ramis,es ESP,DF,Eibar,34,1984,5.1,269,24,89,181,7,5,256,3,3,100.0,3,0,136,677,266,12,0,0,2,1,131,126,96.2,4,Matches,d2be40f2
439,Adrián Ramos,co COL,FW,Granada,33,1986,2.5,107,1,2,44,63,13,104,0,1,0.0,0,0,47,201,80,7,1,0,8,3,145,83,57.2,30,Matches,c693cf7c
440,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,33.5,2428,309,1212,1217,112,53,2363,11,13,84.6,12,0,1532,7765,4084,78,9,1,8,3,1813,1735,95.7,27,Matches,08511d65
441,Raúl,es ESP,FWMF,Betis,18,2000,0.2,8,0,2,3,3,0,7,0,1,0.0,1,0,4,8,0,0,0,0,0,0,16,5,31.3,0,Matches,18f0a9f0
442,Recio,es ESP,MF,Leganés,28,1991,17.4,1049,27,186,683,236,15,1009,14,25,56.0,18,0,736,3515,1267,57,17,1,15,18,785,721,91.8,32,Matches,54073b28
443,Sergio Reguilón,es ESP,DF,Sevilla,22,1996,27.9,2137,84,577,1033,701,89,1885,41,70,58.6,48,1,1406,7975,5077,203,81,20,36,28,1504,1385,92.1,133,Matches,3353737a
444,Manolo Reina,es ESP,GK,Mallorca,34,1985,36.0,1273,1143,1270,9,0,0,854,0,0,,0,0,594,4139,2675,0,0,0,0,0,449,446,99.3,0,Matches,605eb473
445,Álex Remiro,es ESP,GK,Real Sociedad,24,1995,25.0,975,861,970,6,1,1,745,1,1,100.0,1,0,547,2392,1101,0,0,0,0,0,520,519,99.8,0,Matches,374ee424
446,Nico Ribaudo,es ESP,FWMF,Espanyol,18,2001,2.0,99,0,9,53,47,5,98,5,10,50.0,5,0,87,504,314,16,6,1,2,5,99,73,73.7,12,Matches,ce8039aa
447,Luis Rioja,es ESP,MF,Alavés,25,1993,18.2,597,12,87,282,293,22,577,24,44,54.5,25,0,431,2584,1565,89,28,5,29,26,546,391,71.6,73,Matches,eb3dd471
448,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,19,2000,0.1,8,0,0,3,5,1,8,0,0,,0,0,6,35,20,1,0,0,1,1,6,5,83.3,5,Matches,65154df0
449,Cristian Rivera,es ESP,MF,Leganés,22,1997,3.5,165,9,61,95,16,1,161,2,3,66.7,2,0,104,477,176,6,0,1,2,3,111,103,92.8,2,Matches,8ef81d2d
450,Rober,es ESP,DF,Levante,24,1995,2.1,101,16,60,43,1,0,99,2,2,100.0,2,0,64,430,237,4,0,0,0,0,72,71,98.6,1,Matches,c00097d2
451,Roberto,es ESP,GK,Alavés,33,1986,8.8,269,240,267,1,1,1,161,0,0,,0,0,87,449,275,0,0,0,0,0,76,76,100.0,0,Matches,ba3ca78f
452,Sergi Roberto,es ESP,DFMF,Barcelona,27,1992,26.0,2359,69,467,1320,749,62,2232,14,25,56.0,16,1,1743,8551,5249,251,75,8,26,24,1997,1865,93.4,131,Matches,335fa267
453,Joel Robles,es ESP,GK,Betis,29,1990,32.1,1232,1053,1222,15,0,0,891,0,0,,0,0,631,2479,1259,0,0,0,0,0,579,579,100.0,0,Matches,cda0b317
454,Marc Roca,es ESP,MF,Espanyol,22,1996,33.4,2036,86,464,1394,297,18,1960,16,25,64.0,17,0,1286,6437,3361,155,24,3,28,20,1416,1308,92.4,35,Matches,da27e268
455,Rubén Rochina,es ESP,MF,Levante,28,1991,20.8,1281,37,259,693,403,26,1188,42,65,64.6,46,1,893,3897,1926,93,26,3,36,50,1023,889,86.9,103,Matches,ecd8c01e
456,Rodrigo,es ESP,FW,Valencia,28,1991,20.9,847,17,81,446,378,89,832,17,41,41.5,22,0,595,3557,1659,85,25,17,52,23,1047,699,66.8,202,Matches,1fb1c435
457,Kévin Rodrigues,pt POR,DFMF,Leganés,25,1994,21.5,1079,45,249,455,432,34,930,37,52,71.2,40,6,631,2504,1360,75,25,8,37,39,716,566,79.1,90,Matches,f1bed920
458,Kévin Rodrigues,pt POR,DF,Real Sociedad,25,1994,0.1,9,0,3,6,3,1,9,0,0,,0,0,6,17,11,1,2,0,1,0,8,7,87.5,1,Matches,f1bed920
459,Ángel Rodríguez,es ESP,FW,Getafe,32,1987,15.6,555,6,28,232,328,91,547,15,26,57.7,16,0,384,1734,766,48,15,11,65,40,862,415,48.1,180,Matches,8cfc2f69
460,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,21,1998,21.3,1105,16,127,587,489,65,986,42,86,48.8,48,2,763,4121,2338,115,51,10,42,31,892,703,78.8,129,Matches,19709006
461,Dani Rodríguez,es ESP,MFFW,Mallorca,31,1988,33.8,1591,58,293,910,525,66,1522,54,81,66.7,56,5,1145,6998,3705,155,55,8,53,77,1289,1066,82.7,151,Matches,70f8e0bd
462,Guido Rodríguez,ar ARG,MF,Betis,25,1994,10.4,626,32,169,399,79,8,608,12,15,80.0,12,1,413,1485,593,23,5,1,8,5,429,416,97.0,18,Matches,34e393f2
463,James Rodríguez,co COL,MF,Real Madrid,28,1991,4.7,351,1,34,188,145,10,320,0,1,0.0,0,0,229,1152,458,22,6,1,6,3,295,267,90.5,24,Matches,715bf047
464,Mario Rodriguez,es ESP,FW,Granada,22,1997,0.0,3,0,1,2,1,0,3,0,0,,0,0,2,16,10,0,0,0,0,0,4,3,75.0,1,Matches,a5cdedc7
465,Rodrygo,br BRA,FW,Real Madrid,18,2001,11.3,648,4,56,298,351,65,639,24,48,50.0,26,2,545,2812,1853,122,30,23,31,20,687,541,78.7,88,Matches,8f5e92a6
466,Luka Romero,ar ARG,MF,Mallorca,14,2004,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,44,7,1,0,0,0,0,2,2,100.0,0,Matches,ca6edaa0
467,Facundo Roncaglia,ar ARG,DF,Osasuna,32,1987,14.2,732,76,316,400,68,4,639,15,18,83.3,16,1,372,2534,1140,30,9,2,4,3,312,296,94.9,3,Matches,51e3954c
468,Roberto Rosales,ve VEN,DF,Leganés,30,1988,20.8,1114,58,275,476,400,20,888,11,18,61.1,12,0,553,2314,1187,62,19,4,15,17,639,543,85.0,48,Matches,81069528
469,Rubén,es ESP,GK,Osasuna,35,1984,17.6,561,485,559,3,0,0,357,2,2,100.0,2,0,251,1618,959,0,0,0,0,0,199,197,99.0,0,Matches,24279b8b
470,Waldo Rubio,es ESP,MFFW,Valladolid,23,1995,9.8,424,18,106,195,168,23,415,20,42,47.6,23,1,311,1937,1321,62,17,13,18,13,350,289,82.6,35,Matches,ccaa5728
471,Aitor Ruibal,es ESP,DFFW,Leganés,23,1996,13.6,588,12,107,280,249,36,559,33,57,57.9,37,5,433,1824,1243,63,18,12,22,32,501,377,75.2,75,Matches,a55d8df5
472,Jorge Sáenz,es ESP,DFFW,Celta Vigo,22,1996,4.1,207,26,125,87,4,0,205,0,0,,0,0,110,547,259,3,0,0,1,1,133,131,98.5,0,Matches,bfca375c
473,Borja Sainz,es ESP,MFFW,Alavés,18,2001,6.4,239,4,53,106,107,26,238,11,27,40.7,13,1,176,1005,582,21,7,5,24,19,229,133,58.1,35,Matches,1b40049a
474,Yannis Salibur,fr FRA,MFFW,Mallorca,28,1991,0.9,53,1,6,26,27,7,52,2,3,66.7,2,0,41,275,172,10,3,3,0,3,52,44,84.6,11,Matches,bb4a42be
475,Mohammed Salisu,gh GHA,DF,Valladolid,20,1999,30.3,1419,249,844,634,20,12,1387,5,6,83.3,5,0,757,5116,1635,39,2,0,5,4,770,749,97.3,8,Matches,0b33f6ad
476,Fede San Emeterio,es ESP,MF,Valladolid,22,1997,19.5,810,38,245,505,87,6,803,2,3,66.7,2,0,458,1490,526,11,4,0,5,5,531,485,91.3,12,Matches,efecd633
477,Mikel San José,es ESP,MF,Athletic Club,30,1989,4.0,176,14,62,89,30,5,175,0,4,0.0,0,0,74,257,110,1,0,0,6,0,122,98,80.3,8,Matches,003a5c72
478,Oihan Sancet,es ESP,MF,Athletic Club,19,2000,8.2,313,4,36,163,136,20,307,17,28,60.7,17,0,239,1058,473,25,8,0,25,21,309,233,75.4,80,Matches,bdb624a3
479,Germán Sánchez,es ESP,DF,Granada,32,1986,25.5,1137,188,711,458,28,19,1093,0,0,,0,0,567,2939,1383,16,0,0,0,2,639,619,96.9,17,Matches,ea9b2ef9
480,Javi Sánchez,es ESP,DF,Valladolid,22,1997,5.5,251,48,154,99,6,4,239,1,1,100.0,1,0,134,872,377,8,0,0,1,0,150,144,96.0,3,Matches,60359288
481,Manuel Sánchez,es ESP,DF,Atlético Madrid,18,2000,3.6,205,4,52,107,55,4,176,4,11,36.4,4,0,123,707,413,18,2,0,2,2,123,109,88.6,11,Matches,ffacd3d5
482,Víctor Sánchez,es ESP,MFDF,Espanyol,31,1987,18.8,1165,49,254,698,261,13,1089,12,16,75.0,13,1,678,3406,1381,64,12,5,21,21,768,704,91.7,32,Matches,ad4d0985
483,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,4.1,225,3,27,139,76,10,218,6,8,75.0,6,0,173,942,498,27,9,1,7,9,203,173,85.2,29,Matches,7958dc65
484,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,25.8,1280,63,288,821,217,31,1267,7,11,63.6,7,0,609,2760,1408,54,19,3,9,20,660,593,89.8,49,Matches,466824fb
485,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,21,1997,0.1,3,0,0,0,3,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,6,2,33.3,2,Matches,d2aea9ac
486,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,15.1,817,50,252,331,291,15,670,2,12,16.7,2,0,462,2906,1733,83,31,5,13,5,498,442,88.8,32,Matches,f9acf8bf
487,Stefan Savić,me MNE,DF,Atlético Madrid,28,1991,22.0,1226,146,627,654,22,6,1184,4,5,80.0,4,0,717,3473,2042,45,5,0,3,1,764,748,97.9,2,Matches,f6ac68c1
488,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,9.0,483,65,264,238,14,3,458,4,4,100.0,4,0,249,1398,715,18,2,0,0,2,266,256,96.2,3,Matches,a35134ae
489,Nélson Semedo,pt POR,DF,Barcelona,25,1993,23.3,1904,51,453,1010,618,57,1741,45,68,66.2,46,1,1453,7152,4237,197,71,17,24,26,1508,1406,93.2,83,Matches,d04b94db
490,Josep Señé,es ESP,MF,Mallorca,27,1991,1.7,99,3,18,69,21,2,95,4,5,80.0,4,0,76,511,265,9,1,1,1,2,74,71,95.9,3,Matches,8fc259d7
491,Salva Sevilla,es ESP,MF,Mallorca,35,1984,28.5,1920,60,379,1182,487,22,1598,10,21,47.6,11,0,1148,5885,3316,144,41,3,18,11,1274,1204,94.5,20,Matches,75bd85ea
492,Sidnei,br BRA,DF,Betis,29,1989,13.1,993,143,514,504,33,9,945,7,9,77.8,8,3,629,3349,1244,42,7,2,2,2,684,672,98.2,2,Matches,b14d0c5d
493,Jonathan Silva,ar ARG,DF,Leganés,25,1994,30.9,1628,63,462,789,478,44,1336,20,30,66.7,20,2,880,4239,2461,96,46,4,20,16,1026,896,87.3,77,Matches,f2308b33
494,Rui Silva,pt POR,GK,Granada,25,1994,35.0,1367,1171,1358,9,1,1,928,1,1,100.0,1,0,617,3733,1960,0,0,0,0,0,493,493,100.0,1,Matches,ea83bfa6
495,Unai Simón,es ESP,GK,Athletic Club,22,1997,33.2,1172,1008,1168,5,0,0,792,0,1,0.0,0,0,553,3001,1785,0,0,0,0,0,481,479,99.6,0,Matches,5dcf3e90
496,Dimitris Siovas,gr GRE,DF,Leganés,30,1988,21.3,1077,79,513,561,69,28,968,9,12,75.0,9,0,480,2903,1522,43,11,0,9,2,506,476,94.1,20,Matches,92d38e6c
497,Pione Sisto,dk DEN,FWMF,Celta Vigo,24,1995,9.9,628,11,103,318,257,31,601,21,32,65.6,21,1,482,2823,1359,79,27,7,38,25,576,480,83.3,92,Matches,fd9c4805
498,Antonio Sivera,es ESP,GK,Alavés,22,1996,3.0,88,75,88,0,0,0,47,0,0,,0,0,37,261,161,0,0,0,0,0,24,24,100.0,0,Matches,9970da54
499,Fyodor Smolov,ru RUS,FW,Celta Vigo,29,1990,8.3,299,9,27,154,130,44,282,11,23,47.8,12,0,198,869,432,26,4,11,23,16,355,222,62.5,75,Matches,cbbfa2e7
500,Rafa Soares,pt POR,DF,Eibar,24,1995,4.8,255,6,62,124,81,1,183,1,3,33.3,1,0,111,541,277,9,4,0,4,4,124,110,88.7,5,Matches,062fc2e6
501,Rubén Sobrino,es ESP,FWMF,Valencia,27,1992,1.9,90,1,10,41,45,12,89,4,7,57.1,4,0,61,368,237,12,3,3,7,9,99,61,61.6,24,Matches,19b776e9
502,Roberto Soldado,es ESP,FW,Granada,34,1985,26.1,789,20,52,376,387,102,723,13,26,50.0,16,3,451,1306,480,29,12,7,52,25,1020,555,54.4,222,Matches,9d66fbe3
503,Carlos Soler,es ESP,MF,Valencia,22,1997,23.0,932,33,171,518,292,44,907,16,28,57.1,20,2,622,2996,1381,73,15,5,38,17,816,668,81.9,89,Matches,fed17f5a
504,Kévin Soni,cm CMR,FW,Espanyol,21,1998,0.0,4,0,0,0,4,1,4,0,1,0.0,0,0,3,5,3,0,0,0,1,0,8,4,50.0,3,Matches,6435143e
505,David Soria,es ESP,GK,Getafe,26,1993,38.0,1217,883,1197,26,0,0,728,0,0,,0,0,473,3515,2549,0,0,0,0,0,303,301,99.3,0,Matches,8f8c6934
506,Bruno Soriano,es ESP,MF,Villarreal,35,1984,2.9,285,10,71,196,30,1,279,2,2,100.0,2,0,206,833,320,13,4,0,1,1,244,238,97.5,2,Matches,09332647
507,Juan Soriano,es ESP,GK,Leganés,21,1997,11.0,317,280,315,1,2,1,205,0,0,,0,0,160,826,442,0,0,0,0,0,110,110,100.0,0,Matches,5512b1a9
508,Damián Suárez,uy URU,DF,Getafe,31,1988,28.8,1775,44,367,901,572,17,1268,24,36,66.7,25,2,718,3147,1793,95,31,2,21,15,807,717,88.8,44,Matches,ba5004e1
509,Denis Suárez,es ESP,MFFW,Celta Vigo,25,1994,18.1,1104,22,152,611,454,51,1014,56,101,55.4,60,4,883,5616,3418,172,60,19,27,48,954,822,86.2,87,Matches,12c50af5
510,Luis Suárez,uy URU,FW,Barcelona,32,1987,22.2,930,16,38,377,555,149,887,25,52,48.1,26,3,572,1860,1090,74,25,14,38,30,1146,777,67.8,271,Matches,a6154613
511,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,0.1,5,0,0,5,1,0,4,0,1,0.0,0,0,1,0,0,0,0,0,1,0,2,1,50.0,0,Matches,1d8c99b0
512,Suso,es ESP,FWMF,Sevilla,25,1993,8.7,468,3,45,214,239,17,447,19,30,63.3,20,2,372,1818,926,59,13,6,10,20,459,381,83.0,46,Matches,4e219ad2
513,Tachi,es ESP,DF,Alavés,21,1997,2.6,93,21,64,28,3,0,80,0,0,,0,0,30,106,54,0,0,0,1,1,40,36,90.0,1,Matches,8b625720
514,Rodrigo Tarín,es ESP,DF,Leganés,23,1996,10.6,353,65,223,132,12,5,341,0,0,,0,0,142,807,409,7,1,0,0,0,162,156,96.3,6,Matches,a03c82b2
515,Álvaro Tejero,es ESP,DF,Eibar,23,1996,16.1,940,47,247,491,249,8,751,5,9,55.6,5,1,466,2337,1124,53,23,2,10,5,491,434,88.4,13,Matches,868ce848
516,Cristian Tello,es ESP,MFFW,Betis,27,1991,8.7,453,7,60,173,250,31,420,12,19,63.2,12,1,339,1879,1151,56,11,11,14,10,386,331,85.8,46,Matches,72a99e38
517,Marc-André ter Stegen,de GER,GK,Barcelona,27,1992,36.0,1493,1259,1485,10,0,0,1237,0,0,,0,0,929,4102,2550,0,0,0,0,0,909,906,99.7,0,Matches,6f51e382
518,David Timor,es ESP,MFDF,Getafe,29,1989,10.5,508,25,107,302,120,7,447,2,2,100.0,2,0,166,748,336,17,6,1,6,4,220,198,90.0,10,Matches,174651c8
519,Jean-Clair Todibo,fr FRA,DF,Barcelona,19,1999,0.9,63,13,38,26,0,0,62,0,1,0.0,0,0,43,291,134,5,0,0,0,0,45,44,97.8,0,Matches,88f130ed
520,Karl Toko Ekambi,cm CMR,FW,Villarreal,26,1992,11.0,347,2,24,167,188,72,332,16,27,59.3,19,1,252,1410,754,39,12,14,20,17,525,276,52.6,95,Matches,5ceba7fc
521,Raúl de Tomás,es ESP,FW,Espanyol,24,1994,11.9,434,3,37,268,163,48,409,31,48,64.6,33,3,317,1383,548,39,9,3,35,30,602,329,54.7,100,Matches,02ef8778
522,Toño,es ESP,DF,Levante,29,1989,17.7,1104,68,430,497,270,20,934,27,40,67.5,28,3,698,3839,2553,96,33,5,15,16,736,651,88.5,43,Matches,d4ef9ac5
523,Ferrán Torres,es ESP,MFFW,Valencia,19,2000,25.0,1029,21,165,476,502,71,1003,56,94,59.6,62,3,816,4497,2664,143,54,12,50,45,1026,778,75.8,140,Matches,9e1035f8
524,Óliver Torres,es ESP,MFFW,Sevilla,24,1994,17.7,1173,11,173,703,368,39,1146,22,31,71.0,22,1,897,4181,2124,102,32,4,25,36,1038,900,86.7,105,Matches,58a9a4d9
525,Pau Torres,es ESP,DF,Villarreal,22,1997,33.0,2313,391,1448,960,38,17,2254,10,13,76.9,11,1,1553,9484,5561,129,10,0,4,9,1633,1610,98.6,12,Matches,532e1e4f
526,Roberto Torres,es ESP,MFFW,Osasuna,30,1989,30.2,1472,47,211,707,629,77,1328,30,53,56.6,33,3,902,3581,1982,109,40,11,42,29,1202,924,76.9,159,Matches,d733aa38
527,Aleksandar Trajkovski,mk MKD,MF,Mallorca,26,1992,3.7,218,5,27,90,122,19,197,6,11,54.5,7,1,155,992,561,31,13,3,12,9,173,144,83.2,28,Matches,84bba8b6
528,Manu Trigueros,es ESP,MF,Villarreal,27,1991,17.2,1098,42,214,681,262,24,1050,13,19,68.4,14,0,753,3117,1468,69,23,3,15,16,924,815,88.2,54,Matches,963829d0
529,Kieran Trippier,eng ENG,DF,Atlético Madrid,28,1990,22.0,1492,61,352,674,522,22,1169,14,21,66.7,14,1,830,3460,1796,88,28,6,15,8,890,806,90.6,61,Matches,21512407
530,Samuel Umtiti,fr FRA,DF,Barcelona,25,1993,10.5,899,101,407,536,21,2,868,4,6,66.7,4,0,683,4048,2383,76,10,0,4,3,676,666,98.5,2,Matches,3eed9821
531,Enes Ünal,tr TUR,FW,Valladolid,22,1997,26.0,947,17,95,523,393,104,927,26,42,61.9,27,0,564,2578,1444,75,27,12,75,61,1284,712,55.5,233,Matches,f8eca1b6
532,Tomáš Vaclík,cz CZE,GK,Sevilla,30,1989,32.5,971,880,967,3,1,0,677,0,0,,0,0,441,1775,865,0,0,0,0,0,398,394,99.0,0,Matches,7b456af7
533,Álvaro Vadillo,es ESP,FWMF,Granada,24,1994,13.5,590,8,58,235,343,36,500,20,42,47.6,22,2,384,1908,1167,70,24,14,22,23,565,384,68.0,79,Matches,61b62b33
534,Germán Valera,es ESP,FW,Atlético Madrid,17,2002,0.0,3,0,1,1,1,1,3,0,0,,0,0,2,7,0,0,0,0,0,1,2,1,50.0,0,Matches,84f55b4a
535,Martin Valjent,sk SVK,DF,Mallorca,23,1995,35.4,1528,288,934,646,65,20,1450,7,9,77.8,7,0,770,6044,3065,67,15,1,7,4,824,806,97.8,17,Matches,f2c6ac01
536,Jesús Vallejo,es ESP,DF,Granada,22,1997,7.0,282,47,179,111,5,2,266,1,1,100.0,1,0,156,772,347,2,0,0,0,1,171,166,97.1,1,Matches,c2111b45
537,Manu Vallejo,es ESP,MFFW,Valencia,22,1997,4.6,151,4,12,74,79,19,148,8,10,80.0,8,0,108,533,325,19,8,2,18,7,180,107,59.4,33,Matches,0bc4e720
538,Federico Valverde,uy URU,MF,Real Madrid,21,1998,21.2,1316,26,224,787,397,32,1305,18,35,51.4,24,2,889,4957,2893,112,49,13,29,17,1135,1015,89.4,64,Matches,0959c2a2
539,Raphaël Varane,fr FRA,DF,Real Madrid,26,1993,31.4,1949,286,1121,896,59,18,1890,10,16,62.5,12,0,1233,8247,3489,69,12,0,6,4,1366,1339,98.0,16,Matches,9f8e9423
540,Matías Vargas,ar ARG,FWMF,Espanyol,22,1997,11.4,557,8,67,266,286,48,535,25,45,55.6,26,1,449,2605,1505,78,34,8,37,32,566,408,72.1,101,Matches,ce82f116
541,Franco Vázquez,ar ARG,MFFW,Sevilla,30,1989,12.2,793,13,137,455,245,40,783,18,23,78.3,19,1,544,2151,1039,48,18,1,18,28,701,574,81.9,85,Matches,467bae22
542,Kevin Vázquez,es ESP,DF,Celta Vigo,26,1993,14.7,925,36,282,481,211,11,782,15,23,65.2,16,1,544,2342,1254,69,28,2,14,8,551,509,92.4,17,Matches,ee923664
543,Lucas Vázquez,es ESP,MFFW,Real Madrid,28,1991,9.4,708,7,127,332,275,39,668,14,21,66.7,15,0,515,1926,1097,61,10,9,28,17,636,532,83.6,80,Matches,fd51b456
544,Koke Vegas,es ESP,GK,Levante,23,1995,2.0,67,63,67,1,0,0,43,0,0,,0,0,28,105,63,0,0,0,0,0,19,19,100.0,0,Matches,bfb15d99
545,Unai Vencedor Paris,es ESP,MF,Athletic Club,18,2000,0.8,42,0,5,30,11,0,34,1,1,100.0,1,0,25,162,93,2,1,0,0,0,23,22,95.7,0,Matches,4112ace5
546,Mikel Vesga,es ESP,MF,Athletic Club,26,1993,14.1,730,42,177,436,148,16,713,8,14,57.1,10,0,402,2090,944,40,14,2,11,10,450,409,90.9,32,Matches,b0fce72c
547,Rúben Vezo,pt POR,DF,Levante,25,1994,29.0,1492,295,850,665,40,17,1416,4,6,66.7,4,1,771,4689,2167,57,7,0,6,2,833,818,98.2,13,Matches,c67cd65c
548,Fede Vico,es ESP,MFFW,Granada,25,1994,9.7,430,3,40,219,204,17,394,10,20,50.0,11,0,301,1714,849,45,14,5,18,15,379,309,81.5,52,Matches,f681a8ef
549,Aleix Vidal,es ESP,MF,Alavés,29,1989,24.1,1078,19,147,579,447,45,939,22,50,44.0,27,3,655,4155,2214,103,42,10,39,23,974,687,70.5,112,Matches,04965583
550,Arturo Vidal,cl CHI,MF,Barcelona,32,1987,18.6,1452,26,219,800,489,67,1439,9,17,52.9,9,2,1026,3247,1655,70,25,1,22,12,1341,1180,88.0,120,Matches,67cdbc0e
551,Nacho Vidal,es ESP,DF,Osasuna,24,1995,25.9,1542,77,473,761,387,25,1297,27,36,75.0,27,1,795,4096,2349,106,29,7,19,17,920,802,87.2,43,Matches,3a9c4b7b
552,Dídac Vilà,es ESP,DF,Espanyol,30,1989,27.7,1573,76,466,856,365,36,1327,13,21,61.9,14,1,818,4836,2643,122,48,6,21,14,912,798,87.5,53,Matches,bad38a94
553,Toni Villa,es ESP,MF,Valladolid,24,1995,15.0,713,12,119,379,294,41,706,40,97,41.2,45,3,587,3247,2264,110,32,14,32,39,617,496,80.4,66,Matches,636eae97
554,Asier Villalibre,es ESP,FW,Athletic Club,21,1997,5.9,178,3,5,85,102,29,173,5,11,45.5,6,0,104,528,325,19,3,5,19,10,297,136,45.8,59,Matches,57be54ec
555,Iván Villar,es ESP,GK,Celta Vigo,22,1997,3.1,100,87,99,1,0,0,61,0,0,,0,0,43,160,99,0,0,0,0,0,33,33,100.0,0,Matches,cde52ef5
556,Juan Villar,es ESP,FW,Osasuna,31,1988,2.7,115,1,11,62,49,12,108,1,1,100.0,1,0,68,262,100,8,6,1,8,7,152,88,57.9,34,Matches,c33ee247
557,Vitolo,es ESP,MFFW,Atlético Madrid,29,1989,13.6,737,14,96,369,344,61,725,36,64,56.3,38,0,575,3095,1646,88,34,14,40,23,749,557,74.4,118,Matches,db750822
558,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,27,1992,4.0,212,12,65,104,57,5,182,0,0,,0,0,101,464,192,12,4,1,5,3,129,106,82.2,10,Matches,46a8347f
559,Nikola Vukčević,me MNE,MF,Levante,27,1991,17.4,763,34,233,515,58,5,751,5,5,100.0,5,0,469,2507,1142,40,7,0,1,9,548,507,92.5,16,Matches,4442fbcd
560,Moussa Wagué,sn SEN,DF,Barcelona,20,1998,1.0,90,2,19,39,42,2,75,4,5,80.0,4,0,62,344,221,8,6,1,0,2,63,59,93.7,1,Matches,808df563
