,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
416,Jorge Pulido,es ESP,DF,Huesca,27,1991,30.9,1448,186,661,670,177,41,1296,7,14,50.0,8,0,685,3406,1761,62,15,1,15,9,713,648,90.9,43,Matches,978cd030
417,Xavi Quintillà,es ESP,DF,Villarreal,21,1996,7.0,427,28,143,202,99,5,341,0,2,0.0,0,0,205,866,477,21,8,1,3,1,255,242,94.9,9,Matches,84fb6aff
418,Dani Raba,es ESP,MF,Villarreal,22,1995,2.1,120,0,15,60,52,5,113,0,2,0.0,0,0,77,346,110,4,1,1,3,5,99,84,84.8,18,Matches,ea6a7ab4
419,Rafinha,br BRA,FWMF,Barcelona,25,1993,2.5,189,4,25,101,81,3,186,2,7,28.6,3,0,149,713,311,26,6,1,3,5,166,147,88.6,16,Matches,0c2ac3cb
420,Ivan Rakitić,hr CRO,MF,Barcelona,30,1988,29.4,2865,71,567,1822,678,33,2810,28,45,62.2,31,2,2297,9954,5145,212,80,3,12,24,2468,2334,94.6,85,Matches,89f951b5
421,Jonás Ramalho,es ESP,DF,Girona,25,1993,18.0,975,102,480,420,141,9,907,3,10,30.0,3,0,637,3145,1730,47,17,0,6,9,645,612,94.9,21,Matches,be3a0121
422,Sandro Ramírez,es ESP,FWMF,Real Sociedad,23,1995,11.7,559,9,61,240,299,59,514,13,31,41.9,14,0,388,1747,866,44,17,8,37,16,547,372,68.0,97,Matches,833fb62e
423,Iván Ramis,es ESP,DF,Eibar,33,1984,18.6,965,70,387,609,32,19,934,4,4,100.0,4,0,533,3231,1465,54,3,0,2,0,534,513,96.1,16,Matches,d2be40f2
424,Chris Ramos,es ESP,FW,Valladolid,21,1997,0.7,16,1,2,5,9,2,16,0,0,,0,0,3,0,0,0,0,0,3,1,30,10,33.3,6,Matches,44e07fac
425,Sergio Ramos,es ESP,DF,Real Madrid,32,1986,27.5,2192,207,1046,1171,108,42,2125,5,9,55.6,6,0,1550,8072,4435,83,12,0,4,3,1657,1583,95.5,27,Matches,08511d65
426,Recio,es ESP,MF,Leganés,27,1991,14.3,782,20,144,541,142,6,766,9,14,64.3,9,0,541,2543,1088,49,20,3,5,11,562,508,90.4,12,Matches,54073b28
427,Sergio Reguilón,es ESP,DF,Real Madrid,21,1996,12.4,937,40,241,480,275,20,855,12,22,54.5,12,0,686,2967,1811,87,32,5,14,9,676,638,94.4,35,Matches,3353737a
428,Diego Reyes,mx MEX,DF,Leganés,25,1992,3.6,223,26,90,132,19,1,202,3,3,100.0,3,0,143,998,536,19,6,0,0,1,131,129,98.5,1,Matches,d4f46475
429,Mikel Rico,es ESP,MF,Athletic Club,33,1984,2.7,127,3,21,81,30,4,121,1,3,33.3,1,0,80,252,97,3,1,0,3,5,93,71,76.3,12,Matches,def69cd0
430,Asier Riesgo,es ESP,GK,Eibar,34,1983,14.0,411,328,410,1,0,0,280,0,0,,0,0,209,1411,868,0,0,0,0,0,132,131,99.2,0,Matches,581c5276
431,Cristian Rivera,es ESP,MF,Huesca,21,1997,18.8,882,60,226,536,165,23,860,22,27,81.5,22,2,589,3290,1331,64,17,0,18,16,593,497,83.8,58,Matches,8ef81d2d
432,Rober,es ESP,DF,Levante,23,1995,31.7,1399,236,746,661,66,25,1342,12,12,100.0,12,0,762,4648,2639,68,8,0,5,7,729,702,96.3,17,Matches,c00097d2
433,Sergi Roberto,es ESP,DFMF,Barcelona,26,1992,23.2,1986,58,431,995,703,62,1850,17,25,68.0,19,0,1519,6921,4125,160,59,11,26,23,1626,1516,93.2,117,Matches,335fa267
434,Patrick Roberts,eng ENG,FW,Girona,21,1997,6.7,282,1,38,133,144,31,273,24,38,63.2,28,1,245,1392,861,39,7,12,19,22,272,205,75.4,50,Matches,59d93937
435,Joel Robles,es ESP,GK,Betis,28,1990,5.0,204,172,203,2,0,0,161,0,0,,0,0,107,620,350,0,0,0,0,1,99,99,100.0,0,Matches,cda0b317
436,Marc Roca,es ESP,MF,Espanyol,21,1996,34.6,2236,154,666,1406,300,17,2173,36,45,80.0,36,0,1633,7442,3970,132,42,1,18,23,1610,1542,95.8,29,Matches,da27e268
437,Rubén Rochina,es ESP,MF,Levante,27,1991,20.0,1344,32,247,787,412,25,1234,69,91,75.8,70,4,967,4608,2542,130,34,5,37,59,972,874,89.9,80,Matches,ecd8c01e
438,Rodri,es ESP,MF,Atlético Madrid,22,1996,30.4,2227,114,570,1489,329,26,2199,21,28,75.0,21,0,1632,7979,3375,140,41,1,13,22,1603,1525,95.1,27,Matches,6434f10d
439,Rodrigo,es ESP,FW,Valencia,27,1991,28.1,1209,20,115,563,623,158,1181,52,91,57.1,54,2,935,5013,2455,139,45,31,76,41,1524,983,64.5,332,Matches,1fb1c435
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,24,1994,5.4,307,26,108,140,79,3,258,11,14,78.6,11,0,184,900,587,26,9,1,3,6,182,161,88.5,10,Matches,f1bed920
441,Ángel Rodríguez,es ESP,FW,Getafe,31,1987,20.2,654,10,36,273,388,103,642,19,38,50.0,19,0,484,2185,1121,77,21,16,63,42,1017,498,49.0,197,Matches,8cfc2f69
442,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,20,1998,27.8,1390,25,189,739,573,65,1253,52,88,59.1,53,2,967,4528,2340,109,54,7,42,40,1145,910,79.5,146,Matches,19709006
443,Marko Rog,hr CRO,MF,Sevilla,23,1995,4.0,257,7,56,164,57,2,249,7,10,70.0,8,0,174,890,566,16,7,0,0,1,184,155,84.2,8,Matches,b6b2b820
444,Diego Rolán,uy URU,MFDF,Leganés,25,1993,2.4,135,5,27,67,52,5,129,9,13,69.2,10,1,101,493,261,13,8,0,9,8,103,77,74.8,19,Matches,d1491e00
445,Diego Rolán,uy URU,FWMF,Alavés,25,1993,3.3,140,4,20,83,50,13,137,5,11,45.5,5,0,93,560,267,14,4,0,14,4,146,98,67.1,23,Matches,d1491e00
446,Facundo Roncaglia,ar ARG,DF,Valencia,31,1987,6.7,357,38,198,160,19,3,336,1,1,100.0,1,0,211,1313,409,10,1,0,2,1,191,183,95.8,3,Matches,51e3954c
447,Facundo Roncaglia,ar ARG,DF,Celta Vigo,31,1987,11.9,687,74,332,350,44,6,651,4,7,57.1,4,0,442,1990,962,21,6,1,3,2,425,417,98.1,9,Matches,51e3954c
448,Roberto Rosales,ve VEN,DF,Espanyol,29,1988,19.4,1390,98,422,642,393,18,1183,13,23,56.5,15,1,825,3137,1439,64,21,1,23,17,863,793,91.9,29,Matches,81069528
449,Waldo Rubio,es ESP,MFFW,Valladolid,22,1995,5.5,204,7,40,81,102,13,203,7,11,63.6,8,0,155,930,661,30,12,7,10,9,200,141,70.5,34,Matches,ccaa5728
450,Abel Ruiz,es ESP,FW,Barcelona,18,2000,0.2,17,1,3,5,10,3,17,2,2,100.0,2,0,17,108,85,3,0,2,2,0,18,14,77.8,4,Matches,6cbf8d0d
451,Víctor Ruiz,es ESP,DF,Villarreal,29,1989,21.9,1406,130,685,742,73,18,1346,14,14,100.0,14,0,917,5523,3091,78,15,3,5,2,923,909,98.5,13,Matches,b3dc6eca
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,1992,27.0,1153,976,1142,14,0,0,848,0,0,,0,0,624,2522,1310,0,0,0,0,0,544,543,99.8,0,Matches,625c144a
453,Samuel Sáiz,es ESP,MFFW,Getafe,27,1991,3.4,181,0,28,76,102,13,170,14,21,66.7,16,0,157,1056,538,30,11,5,6,6,176,125,71.0,25,Matches,13e0eb29
454,Mikel San José,es ESP,MF,Athletic Club,29,1989,19.3,951,49,200,577,207,34,934,8,14,57.1,10,1,537,2105,1018,39,13,1,12,16,647,557,86.1,59,Matches,003a5c72
455,Antonio Sanabria,py PAR,FW,Betis,22,1996,9.0,236,5,14,152,85,29,217,14,17,82.4,15,1,164,742,280,15,6,2,26,10,307,167,54.4,56,Matches,0a447501
456,Javi Sánchez,es ESP,DF,Real Madrid,21,1997,0.5,15,6,12,3,0,0,13,0,0,,0,0,5,11,0,0,0,0,0,0,5,5,100.0,0,Matches,60359288
457,Víctor Sánchez,es ESP,MF,Espanyol,30,1987,14.1,733,32,189,429,163,17,717,3,7,42.9,3,0,485,2143,873,34,17,4,14,12,511,470,92.0,30,Matches,ad4d0985
458,Luca Sangalli,es ESP,MFFW,Real Sociedad,23,1995,11.1,507,6,87,315,164,17,501,18,25,72.0,18,0,407,2106,1155,64,30,2,20,20,473,369,78.0,49,Matches,7958dc65
459,Nicola Sansone,it ITA,MFFW,Villarreal,26,1991,0.4,23,0,1,9,17,3,22,0,0,,0,0,16,99,63,4,1,0,3,1,35,21,60.0,6,Matches,7eb97a8e
460,Roberto Santamaría,es ESP,GK,Huesca,33,1985,20.0,634,518,631,5,0,0,365,0,0,,0,0,244,1509,1038,0,0,0,0,0,165,164,99.4,0,Matches,bca21ef3
461,Michael Santos,uy URU,FWMF,Leganés,25,1993,6.2,180,0,14,87,91,23,174,3,9,33.3,5,0,112,474,290,14,5,4,16,11,319,127,39.8,55,Matches,3cb6f224
462,Pablo Sarabia,es ESP,MFFW,Sevilla,26,1992,30.3,1805,14,200,746,984,174,1631,35,69,50.7,37,1,1319,6106,3572,225,70,30,53,41,1671,1288,77.1,295,Matches,9744ff80
463,Lluís Sastre,es ESP,MF,Huesca,32,1986,1.3,103,2,15,69,23,1,102,1,2,50.0,1,0,84,333,143,7,0,0,2,1,87,81,93.1,3,Matches,5f186f5c
464,Stefan Savić,me MNE,DF,Atlético Madrid,27,1991,15.5,682,93,338,362,23,13,664,1,1,100.0,1,0,385,1969,1060,29,1,0,5,0,410,397,96.8,7,Matches,f6ac68c1
465,Alfa Semedo,gw GNB,MF,Espanyol,20,1997,0.5,34,1,9,19,7,1,33,2,3,66.7,3,0,20,164,94,4,1,1,1,1,26,20,76.9,2,Matches,07750704
466,Nélson Semedo,pt POR,DF,Barcelona,24,1993,17.8,1406,45,348,684,476,49,1281,31,54,57.4,33,0,1092,4878,2649,118,37,11,16,22,1094,1019,93.1,58,Matches,d04b94db
467,Rúben Semedo,pt POR,DF,Huesca,24,1994,9.4,463,57,281,190,23,13,454,5,9,55.6,7,0,284,1372,501,7,0,0,3,5,287,269,93.7,10,Matches,c904f3d5
468,Paik Seung-ho,kr KOR,FWMF,Girona,21,1997,0.7,28,1,4,18,9,1,28,0,1,0.0,0,0,23,80,38,2,0,0,0,2,24,21,87.5,5,Matches,1e1bea09
469,Gaku Shibasaki,jp JPN,MFFW,Getafe,26,1992,4.3,196,2,35,88,83,9,181,3,7,42.9,3,0,130,604,302,10,5,1,8,11,156,112,71.8,30,Matches,d2ac648c
470,Sidnei,br BRA,DF,Betis,28,1989,19.4,1448,115,598,803,144,24,1379,15,19,78.9,16,0,1040,5841,2826,91,35,3,10,5,1063,1035,97.4,13,Matches,b14d0c5d
471,André Silva,pt POR,FW,Sevilla,22,1995,24.0,838,34,77,384,433,134,801,17,47,36.2,19,0,570,2756,1536,77,28,24,55,55,1237,614,49.6,253,Matches,3effaa34
472,Jonathan Silva,ar ARG,DF,Leganés,24,1994,30.0,1588,75,409,710,544,42,1294,19,38,50.0,21,1,839,3642,2075,92,32,5,28,20,974,821,84.3,84,Matches,f2308b33
473,Moses Simon,ng NGA,DFMF,Levante,23,1995,8.7,416,14,100,171,177,36,358,19,32,59.4,20,0,292,1820,1179,65,13,16,13,24,294,237,80.6,37,Matches,5f3eaaf5
474,Unai Simón,es ESP,GK,Athletic Club,21,1997,7.0,206,185,206,0,0,0,142,0,0,,0,0,100,609,338,0,0,0,0,0,72,71,98.6,0,Matches,5dcf3e90
475,Dimitris Siovas,gr GRE,DF,Leganés,29,1988,32.9,1809,174,893,921,107,39,1664,22,27,81.5,23,0,912,5372,2949,85,19,1,8,10,886,844,95.3,32,Matches,92d38e6c
476,Pione Sisto,dk DEN,FWMF,Celta Vigo,23,1995,9.4,557,8,70,302,242,25,538,31,44,70.5,32,0,502,2909,1364,76,28,3,16,18,522,455,87.2,48,Matches,fd9c4805
477,Antonio Sivera,es ESP,GK,Alavés,21,1996,3.0,113,101,113,0,0,0,65,0,0,,0,0,40,306,207,0,0,0,0,0,23,23,100.0,0,Matches,9970da54
478,Rubén Sobrino,es ESP,FWMF,Alavés,26,1992,10.7,381,11,43,199,169,43,377,21,30,70.0,22,1,262,1316,741,29,13,5,20,21,450,266,59.1,90,Matches,19b776e9
479,Rubén Sobrino,es ESP,FWMF,Valencia,26,1992,2.1,76,3,13,37,31,7,74,2,4,50.0,2,0,50,236,142,5,3,2,3,5,96,49,51.0,18,Matches,19b776e9
480,Alex Sola,es ESP,DF,Real Sociedad,19,1999,1.0,93,2,26,45,28,1,72,3,8,37.5,3,0,60,270,174,7,1,0,1,0,49,45,91.8,1,Matches,5fa714d5
481,Andrés Solano,co COL,DF,Atlético Madrid,20,1998,0.5,31,2,6,22,5,0,30,0,0,,0,0,24,115,88,6,2,0,0,0,19,19,100.0,0,Matches,c8764028
482,Carlos Soler,es ESP,MF,Valencia,21,1997,27.3,1321,54,262,656,519,80,1297,31,65,47.7,35,6,960,4876,2639,136,56,13,41,35,1147,915,79.8,138,Matches,fed17f5a
483,Kévin Soni,cm CMR,FWDF,Girona,20,1998,0.9,55,0,5,25,34,5,55,5,9,55.6,5,0,44,205,148,7,3,0,8,6,48,33,68.8,10,Matches,6435143e
484,David Soria,es ESP,GK,Getafe,25,1993,37.0,1184,968,1176,9,2,0,735,1,1,100.0,1,0,490,3575,2524,0,1,0,0,0,297,295,99.3,0,Matches,8f8c6934
485,Juan Soriano,es ESP,GK,Sevilla,20,1997,4.0,155,136,155,0,0,0,111,0,0,,0,0,74,282,163,0,0,0,0,0,63,63,100.0,0,Matches,5512b1a9
486,Cristhian Stuani,uy URU,FW,Girona,31,1986,30.3,855,37,67,456,361,147,793,20,40,50.0,21,0,478,1503,475,30,5,7,86,29,1316,586,44.5,254,Matches,220c11f1
487,Damián Suárez,uy URU,DF,Getafe,30,1988,36.0,2322,87,563,1147,722,12,1623,32,61,52.5,35,4,1025,4921,2957,135,55,4,13,29,984,884,89.8,34,Matches,ba5004e1
488,Denis Suárez,es ESP,MF,Barcelona,24,1994,0.2,23,1,6,11,8,3,20,2,2,100.0,2,0,19,128,79,4,1,0,0,0,17,16,94.1,4,Matches,12c50af5
489,Leonardo Suárez,ar ARG,FWMF,Valladolid,22,1996,5.7,210,5,35,102,86,13,205,4,8,50.0,4,0,163,812,456,26,7,1,12,10,233,160,68.7,34,Matches,25c72b36
490,Luis Suárez,uy URU,FW,Barcelona,31,1987,31.4,1469,33,78,542,918,289,1388,62,121,51.2,69,7,1062,3942,2231,149,34,38,94,46,1725,1165,67.5,422,Matches,a6154613
491,Mario Suárez,es ESP,MF,Rayo Vallecano,31,1987,11.4,700,41,208,451,87,13,689,12,21,57.1,13,0,486,2033,1045,31,7,1,13,17,505,473,93.7,18,Matches,7106f0a0
492,Markel Susaeta,es ESP,FW,Athletic Club,30,1987,15.3,792,12,88,328,423,30,715,27,44,61.4,28,0,576,2560,1289,79,20,9,22,26,739,539,72.9,91,Matches,6fd1ba62
493,Rodrigo Tarín,es ESP,DF,Leganés,22,1996,15.9,704,78,357,314,65,6,635,3,4,75.0,4,0,335,1567,727,25,7,1,5,1,346,334,96.5,5,Matches,a03c82b2
494,Cristian Tello,es ESP,DFMF,Betis,26,1991,17.5,1118,34,197,444,545,107,999,30,55,54.5,32,1,832,4611,2790,130,33,46,21,20,901,771,85.6,107,Matches,72a99e38
495,Marc-André ter Stegen,de GER,GK,Barcelona,26,1992,35.0,1119,1012,1114,7,0,0,890,1,1,100.0,1,0,681,2733,1516,0,0,0,0,0,579,573,99.0,0,Matches,6f51e382
496,David Timor,es ESP,MFFW,Girona,28,1989,1.8,117,4,25,73,30,2,115,2,2,100.0,2,0,100,425,194,8,4,0,2,4,96,93,96.9,16,Matches,174651c8
497,Tito,es ESP,DF,Rayo Vallecano,33,1985,12.2,749,49,229,390,164,4,624,3,9,33.3,5,0,396,1606,951,44,16,0,8,5,427,393,92.0,17,Matches,7cefa219
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,18,1999,1.7,136,13,65,81,2,0,132,2,2,100.0,2,0,93,567,331,8,1,0,0,3,103,102,99.0,0,Matches,88f130ed
499,Karl Toko Ekambi,cm CMR,FW,Villarreal,25,1992,23.8,798,10,69,329,486,147,782,53,93,57.0,56,3,658,3520,1966,101,30,35,68,37,1101,626,56.9,252,Matches,5ceba7fc
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,23,1994,31.3,895,34,71,498,382,130,807,62,97,63.9,63,4,662,3008,1525,105,28,15,80,59,1355,630,46.5,210,Matches,02ef8778
501,Toño,es ESP,DFMF,Levante,28,1989,19.6,1071,56,344,496,322,42,875,36,63,57.1,40,4,688,3704,2427,91,31,10,14,22,707,599,84.7,56,Matches,d4ef9ac5
502,Daniel Torres,co COL,MF,Alavés,28,1989,0.8,20,3,9,11,1,0,20,0,0,,0,0,11,35,14,0,0,0,1,1,10,9,90.0,0,Matches,87882adc
503,Ferrán Torres,es ESP,MFFW,Valencia,18,2000,9.4,457,10,69,203,226,32,452,13,23,56.5,14,0,334,2032,1188,55,18,7,19,19,431,325,75.4,63,Matches,9e1035f8
504,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,30,1988,19.6,1168,22,170,689,412,58,1140,48,72,66.7,52,3,899,4236,2215,103,44,4,48,61,1016,842,82.9,122,Matches,fc647b34
505,Manu Trigueros,es ESP,MF,Villarreal,26,1991,17.2,1166,49,262,752,233,8,1121,6,7,85.7,6,0,816,3478,1607,77,26,0,19,17,918,841,91.6,40,Matches,963829d0
506,Patrick Twumasi,gh GHA,MFFW,Alavés,24,1994,1.9,98,2,13,35,55,4,95,2,6,33.3,2,0,59,377,183,11,3,1,5,4,94,63,67.0,17,Matches,e3993b65
507,Samuel Umtiti,fr FRA,DF,Barcelona,24,1993,13.2,979,88,416,603,24,3,964,7,10,70.0,8,1,735,3732,2362,75,8,0,0,2,766,747,97.5,2,Matches,3eed9821
508,Enes Ünal,tr TUR,FW,Valladolid,21,1997,23.9,799,29,68,422,357,97,769,28,46,60.9,30,4,546,2308,1156,73,21,11,61,41,1211,615,50.8,218,Matches,f8eca1b6
509,Tomáš Vaclík,cz CZE,GK,Sevilla,29,1989,33.0,1059,942,1052,8,0,0,707,1,1,100.0,1,0,505,2358,1253,0,0,0,0,0,389,386,99.2,0,Matches,7b456af7
510,Valery,es ESP,DFMF,Girona,18,1999,9.9,530,17,153,230,187,13,426,23,32,71.9,24,0,316,1802,972,46,17,7,18,14,311,263,84.6,20,Matches,4acd733a
511,Jesús Vallejo,es ESP,DFMF,Real Madrid,21,1997,3.5,184,30,113,75,2,1,181,1,1,100.0,1,0,117,507,230,4,1,0,0,1,124,120,96.8,0,Matches,c2111b45
512,Federico Valverde,uy URU,MF,Real Madrid,20,1998,7.3,449,12,97,285,107,9,445,11,18,61.1,11,2,339,1874,1070,44,18,1,8,4,321,302,94.1,17,Matches,0959c2a2
513,Raphaël Varane,fr FRA,DF,Real Madrid,25,1993,30.6,1975,198,1051,984,53,25,1909,7,11,63.6,8,0,1334,7646,3478,78,11,0,6,3,1392,1344,96.6,17,Matches,9f8e9423
514,Franco Vázquez,ar ARG,MFFW,Sevilla,29,1989,25.3,1480,32,242,843,509,72,1453,55,84,65.5,62,3,1116,5738,3024,157,56,12,37,63,1243,1044,84.0,131,Matches,467bae22
515,Kevin Vázquez,es ESP,DF,Celta Vigo,25,1993,2.4,147,15,60,70,27,2,129,1,2,50.0,2,0,89,340,156,7,3,0,4,2,80,75,93.8,4,Matches,ee923664
516,Lucas Vázquez,es ESP,FW,Real Madrid,27,1991,16.8,1231,18,164,574,553,90,1201,39,63,61.9,42,1,1047,4210,2510,158,27,29,42,50,1201,994,82.8,125,Matches,fd51b456
517,Koke Vegas,es ESP,GK,Levante,22,1995,1.0,27,25,27,0,0,0,19,0,0,,0,0,6,25,14,0,0,0,0,0,8,8,100.0,0,Matches,bfb15d99
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,24,1994,14.2,807,131,447,346,52,15,739,13,16,81.3,14,0,382,1816,938,32,9,0,8,8,351,340,96.9,11,Matches,5efb80d5
519,Daniele Verde,it ITA,FWMF,Valladolid,22,1996,7.3,397,9,52,159,223,22,340,14,25,56.0,15,0,298,1856,962,42,14,4,9,14,392,270,68.9,55,Matches,d3298c99
520,Thomas Vermaelen,be BEL,DF,Barcelona,32,1985,6.5,436,42,169,257,32,2,415,0,0,,0,0,299,1409,643,23,4,0,3,0,315,308,97.8,1,Matches,d0d79694
521,Mikel Vesga,es ESP,MF,Leganés,25,1993,23.0,1094,41,223,652,283,31,1085,23,48,47.9,26,1,715,3294,1522,64,26,2,39,27,822,688,83.7,74,Matches,b0fce72c
522,Rúben Vezo,pt POR,DF,Valencia,24,1994,2.2,146,12,62,62,32,2,116,1,4,25.0,2,0,82,436,269,7,3,0,2,1,84,78,92.9,5,Matches,c67cd65c
523,Rúben Vezo,pt POR,DF,Levante,24,1994,14.9,698,108,383,318,39,12,659,4,7,57.1,5,0,369,2268,1128,28,6,0,3,2,377,361,95.8,8,Matches,c67cd65c
524,Aleix Vidal,es ESP,DFMF,Sevilla,28,1989,5.9,392,11,74,181,157,21,340,8,15,53.3,8,1,265,1301,804,40,8,4,13,9,290,249,85.9,40,Matches,04965583
525,Arturo Vidal,cl CHI,MF,Barcelona,31,1987,21.4,1784,47,327,1091,452,50,1760,8,12,66.7,8,0,1271,3875,1794,71,29,1,29,19,1534,1369,89.2,87,Matches,67cdbc0e
526,Carlos Vigaray,es ESP,DF,Alavés,23,1994,7.2,310,32,110,142,77,1,242,5,8,62.5,5,0,143,781,512,14,14,0,7,2,145,128,88.3,4,Matches,f69d934e
527,Dídac Vilà,es ESP,DF,Espanyol,29,1989,26.2,1771,114,548,866,488,70,1541,18,26,69.2,21,0,1038,5990,3590,154,60,9,20,23,1112,1022,91.9,110,Matches,bad38a94
528,Toni Villa,es ESP,MFFW,Valladolid,23,1995,19.6,877,9,128,424,411,68,868,64,97,66.0,67,1,738,4030,2689,149,41,21,41,46,796,610,76.6,119,Matches,636eae97
529,Vitolo,es ESP,MFFW,Atlético Madrid,28,1989,8.4,468,14,78,214,225,29,460,27,45,60.0,29,1,387,2415,1387,71,21,9,13,25,485,354,73.0,52,Matches,db750822
530,Nikola Vukčević,me MNE,MF,Levante,26,1991,7.4,328,27,109,216,26,0,325,1,3,33.3,2,0,190,1114,557,22,5,0,3,5,206,183,88.8,3,Matches,4442fbcd
531,Moussa Wagué,sn SEN,DF,Barcelona,19,1998,2.5,174,4,39,91,54,5,154,8,11,72.7,8,2,126,550,313,19,3,2,3,3,145,125,86.2,15,Matches,808df563
532,Wakaso,gh GHA,MF,Alavés,28,1990,18.5,909,33,226,583,162,11,885,20,36,55.6,22,0,602,3068,1432,68,15,0,27,14,608,521,85.7,35,Matches,999908af
533,Daniel Wass,dk DEN,DFMF,Valencia,29,1989,26.2,1586,81,395,794,486,47,1404,12,16,75.0,12,1,983,4604,2750,122,41,8,21,12,1110,993,89.5,91,Matches,d83bbc54
534,Axel Werner,ar ARG,GK,Huesca,22,1996,6.0,177,149,175,2,0,0,97,0,0,,0,0,62,217,150,0,0,0,0,0,53,53,100.0,0,Matches,c0b1a6da
535,Iñaki Williams,gh GHA,FW,Athletic Club,24,1994,33.6,1167,41,109,487,654,201,1136,61,106,57.5,68,2,845,3996,2190,123,42,38,110,60,1704,902,52.9,373,Matches,6a99e0b1
536,Maximilian Wöber,at AUT,DF,Sevilla,20,1998,6.0,360,28,135,159,84,13,327,0,0,,0,0,196,966,525,18,9,1,4,4,207,191,92.3,13,Matches,4b803b3c
537,Yoel,es ESP,GK,Valladolid,29,1988,3.0,101,78,98,3,0,0,68,0,0,,0,0,49,237,141,0,0,0,0,0,39,39,100.0,0,Matches,61bb7498
538,Okay Yokuşlu,tr TUR,MF,Celta Vigo,24,1994,24.4,1650,71,448,1143,172,26,1601,31,45,68.9,32,1,1145,5843,3024,92,28,3,16,22,1173,1090,92.9,28,Matches,e49ce451
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,26,1992,23.8,1506,85,435,749,436,21,1230,18,34,52.9,19,0,854,4724,2883,142,51,7,22,23,949,850,89.6,30,Matches,5ca20b7a
540,Nabil El Zhar,ma MAR,MFFW,Leganés,31,1986,10.7,417,2,39,194,216,34,403,28,45,62.2,28,3,367,1798,951,67,19,10,16,23,419,303,72.3,66,Matches,37f96552
541,Luca Zidane,fr FRA,GK,Real Madrid,20,1998,1.0,40,31,40,0,0,0,28,0,0,,0,0,17,33,20,0,0,0,0,0,22,22,100.0,0,Matches,c818c4d9
542,Igor Zubeldia,es ESP,MF,Real Sociedad,21,1997,28.3,1505,103,490,1008,135,8,1483,37,48,77.1,38,0,1046,5889,2952,83,22,1,12,25,982,924,94.1,22,Matches,5c7845f6
543,Martín Zubimendi,es ESP,MF,Real Sociedad,19,1999,0.1,6,1,3,3,0,0,6,0,0,,0,0,2,25,5,0,0,0,0,0,0,0,,0,Matches,3ee0dd59
544,David Zurutuza,es ESP,MFFW,Real Sociedad,32,1986,13.6,792,30,165,502,184,17,781,7,18,38.9,8,0,561,2985,1554,76,29,1,21,18,618,522,84.5,54,Matches,d9bda115
