,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,,-additional
437,Rubén Rochina,es ESP,MF,Levante,27,1991,20.0,61,39,26,30,5,22,83,26.5,61,470,102,21.7,139,242,89,38,0,0,38,14,75,25,0,Matches,ecd8c01e
438,Rodri,es ESP,MF,Atlético Madrid,22,1996,30.4,108,89,50,52,6,31,80,38.8,49,726,232,32.0,232,419,75,50,13,0,37,30,138,67,0,Matches,6434f10d
439,Rodrigo,es ESP,FW,Valencia,27,1991,28.1,16,9,4,6,6,1,19,5.3,18,549,124,22.6,53,279,217,19,2,0,17,4,20,18,0,Matches,1fb1c435
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,24,1994,5.4,25,15,18,5,2,10,22,45.5,12,114,36,31.6,71,26,17,10,3,0,7,4,29,14,0,Matches,f1bed920
441,Ángel Rodríguez,es ESP,FW,Getafe,31,1987,20.2,13,8,4,5,4,2,20,10.0,18,390,84,21.5,26,182,182,14,2,0,12,5,18,10,0,Matches,8cfc2f69
442,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,20,1998,27.8,45,24,20,19,6,16,59,27.1,43,608,135,22.2,176,302,130,22,2,0,20,16,61,19,0,Matches,19709006
443,Marko Rog,hr CRO,MF,Sevilla,23,1995,4.0,14,12,5,9,0,5,9,55.6,4,128,33,25.8,38,66,24,6,0,0,6,4,18,5,0,Matches,b6b2b820
444,Diego Rolán,uy URU,MFDF,Leganés,25,1993,2.4,6,3,4,2,0,3,10,30.0,7,42,9,21.4,17,17,8,4,1,0,3,2,8,1,0,Matches,d1491e00
445,Diego Rolán,uy URU,FWMF,Alavés,25,1993,3.3,4,2,2,1,1,1,2,50.0,1,96,13,13.5,23,51,22,0,0,0,0,5,9,3,0,Matches,d1491e00
446,Facundo Roncaglia,ar ARG,DF,Valencia,31,1987,6.7,14,12,9,4,1,3,6,50.0,3,59,27,45.8,44,14,1,10,4,0,6,8,22,33,0,Matches,51e3954c
447,Facundo Roncaglia,ar ARG,DF,Celta Vigo,31,1987,11.9,28,13,22,6,0,11,26,42.3,15,123,40,32.5,74,46,3,22,4,0,18,12,40,47,1,Matches,51e3954c
448,Roberto Rosales,ve VEN,DF,Espanyol,29,1988,19.4,43,31,19,17,7,21,50,42.0,29,283,80,28.3,142,98,43,40,8,0,32,19,62,88,0,Matches,81069528
449,Waldo Rubio,es ESP,MFFW,Valladolid,22,1995,5.5,5,3,2,3,0,1,7,14.3,6,145,35,24.1,38,73,34,6,1,0,5,0,5,6,0,Matches,ccaa5728
450,Abel Ruiz,es ESP,FW,Barcelona,18,2000,0.2,1,0,1,0,0,1,1,100.0,0,3,1,33.3,1,0,2,0,0,0,0,0,1,1,0,Matches,6cbf8d0d
451,Víctor Ruiz,es ESP,DF,Villarreal,29,1989,21.9,35,20,21,12,2,15,23,65.2,8,182,50,27.5,120,56,6,43,19,0,24,27,62,70,0,Matches,b3dc6eca
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,1992,27.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,2,0,0,2,0,0,2,3,Matches,625c144a
453,Samuel Sáiz,es ESP,MFFW,Getafe,27,1991,3.4,3,1,0,2,1,2,8,25.0,6,71,16,22.5,13,37,21,2,0,0,2,0,3,2,0,Matches,13e0eb29
454,Mikel San José,es ESP,MF,Athletic Club,29,1989,19.3,40,21,13,16,11,12,46,26.1,34,402,109,27.1,118,224,60,38,6,0,32,12,52,49,0,Matches,003a5c72
455,Antonio Sanabria,py PAR,FW,Betis,22,1996,9.0,5,4,0,3,2,2,11,18.2,9,143,32,22.4,8,69,66,6,1,0,5,4,9,3,0,Matches,0a447501
456,Javi Sánchez,es ESP,DF,Real Madrid,21,1997,0.5,1,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,5,0,Matches,60359288
457,Víctor Sánchez,es ESP,MF,Espanyol,30,1987,14.1,48,32,26,17,5,19,80,23.8,61,394,79,20.1,107,227,60,18,3,0,15,16,64,29,1,Matches,ad4d0985
458,Luca Sangalli,es ESP,MFFW,Real Sociedad,23,1995,11.1,22,18,7,12,3,4,18,22.2,14,300,68,22.7,83,164,53,10,1,1,9,6,28,5,0,Matches,7958dc65
459,Nicola Sansone,it ITA,MFFW,Villarreal,26,1991,0.4,0,0,0,0,0,0,0,,0,6,2,33.3,3,1,2,0,0,0,0,0,0,0,0,Matches,7eb97a8e
460,Roberto Santamaría,es ESP,GK,Huesca,33,1985,20.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,2,0,Matches,bca21ef3
461,Michael Santos,uy URU,FWMF,Leganés,25,1993,6.2,10,4,2,6,2,4,9,44.4,5,155,32,20.6,27,73,55,9,2,0,7,0,10,0,0,Matches,3cb6f224
462,Pablo Sarabia,es ESP,MFFW,Sevilla,26,1992,30.3,32,26,8,12,12,8,67,11.9,59,626,135,21.6,118,333,175,38,6,0,32,23,55,13,0,Matches,9744ff80
463,Lluís Sastre,es ESP,MF,Huesca,32,1986,1.3,4,4,0,4,0,1,1,100.0,0,31,1,3.2,10,18,3,0,0,0,0,1,5,1,0,Matches,5f186f5c
464,Stefan Savić,me MNE,DF,Atlético Madrid,27,1991,15.5,12,5,9,3,0,6,13,46.2,7,70,29,41.4,49,18,3,22,11,0,11,12,24,80,3,Matches,f6ac68c1
465,Alfa Semedo,gw GNB,MF,Espanyol,20,1997,0.5,0,0,0,0,0,0,3,0.0,3,17,1,5.9,3,13,1,1,1,0,0,2,2,2,0,Matches,07750704
466,Nélson Semedo,pt POR,DF,Barcelona,24,1993,17.8,48,36,29,15,4,18,22,81.8,4,278,94,33.8,124,93,61,36,6,0,30,12,60,22,0,Matches,d04b94db
467,Rúben Semedo,pt POR,DF,Huesca,24,1994,9.4,22,14,16,6,0,11,16,68.8,5,91,28,30.8,54,36,1,17,9,0,8,10,32,32,2,Matches,c904f3d5
468,Paik Seung-ho,kr KOR,FWMF,Girona,21,1997,0.7,0,0,0,0,0,0,2,0.0,2,11,5,45.5,2,6,3,0,0,0,0,2,2,1,0,Matches,1e1bea09
469,Gaku Shibasaki,jp JPN,MFFW,Getafe,26,1992,4.3,9,6,2,6,1,2,4,50.0,2,168,26,15.5,37,93,38,7,0,0,7,5,14,3,0,Matches,d2ac648c
470,Sidnei,br BRA,DF,Betis,28,1989,19.4,48,26,32,12,4,18,41,43.9,23,217,73,33.6,139,70,8,28,8,0,20,23,71,51,0,Matches,b14d0c5d
471,André Silva,pt POR,FW,Sevilla,22,1995,24.0,9,8,0,4,5,2,15,13.3,13,371,92,24.8,36,192,143,21,2,0,19,5,14,28,0,Matches,3effaa34
472,Jonathan Silva,ar ARG,DF,Leganés,24,1994,30.0,54,29,34,15,5,28,69,40.6,41,541,134,24.8,276,205,60,49,3,0,46,31,85,77,0,Matches,f2308b33
473,Moses Simon,ng NGA,DFMF,Levante,23,1995,8.7,12,5,6,4,2,2,9,22.2,7,175,38,21.7,80,66,29,20,1,0,19,7,19,12,1,Matches,5f3eaaf5
474,Unai Simón,es ESP,GK,Athletic Club,21,1997,7.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,5dcf3e90
475,Dimitris Siovas,gr GRE,DF,Leganés,29,1988,32.9,58,36,41,17,0,30,58,51.7,28,287,85,29.6,195,83,9,39,15,1,24,50,108,199,2,Matches,92d38e6c
476,Pione Sisto,dk DEN,FWMF,Celta Vigo,23,1995,9.4,3,1,3,0,0,1,14,7.1,13,253,57,22.5,69,120,64,5,0,0,5,0,3,1,0,Matches,fd9c4805
477,Antonio Sivera,es ESP,GK,Alavés,21,1996,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches,9970da54
478,Rubén Sobrino,es ESP,FWMF,Alavés,26,1992,10.7,16,9,8,5,3,5,15,33.3,10,291,65,22.3,58,167,66,16,0,0,16,3,19,10,0,Matches,19b776e9
479,Rubén Sobrino,es ESP,FWMF,Valencia,26,1992,2.1,5,2,1,4,0,1,2,50.0,1,54,13,24.1,9,35,10,3,2,0,1,1,6,2,0,Matches,19b776e9
480,Alex Sola,es ESP,DF,Real Sociedad,19,1999,1.0,5,2,1,3,1,3,4,75.0,1,19,8,42.1,14,5,0,0,0,0,0,2,7,2,0,Matches,5fa714d5
481,Andrés Solano,co COL,DF,Atlético Madrid,20,1998,0.5,3,2,2,1,0,1,1,100.0,0,15,6,40.0,7,7,1,1,0,0,1,0,3,1,0,Matches,c8764028
482,Carlos Soler,es ESP,MF,Valencia,21,1997,27.3,41,22,20,17,4,15,69,21.7,54,714,169,23.7,221,353,140,58,8,0,50,14,55,34,1,Matches,fed17f5a
483,Kévin Soni,cm CMR,FWDF,Girona,20,1998,0.9,4,1,0,2,2,2,4,50.0,2,26,7,26.9,3,16,7,3,0,0,3,1,5,0,0,Matches,6435143e
484,David Soria,es ESP,GK,Getafe,25,1993,37.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,3,0,0,3,0,0,0,1,Matches,8f8c6934
485,Juan Soriano,es ESP,GK,Sevilla,20,1997,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,5512b1a9
486,Cristhian Stuani,uy URU,FW,Girona,31,1986,30.3,23,15,6,14,3,5,22,22.7,17,513,111,21.6,43,258,212,18,1,0,17,7,30,38,0,Matches,220c11f1
487,Damián Suárez,uy URU,DF,Getafe,30,1988,36.0,105,67,55,34,16,51,131,38.9,80,663,196,29.6,291,278,94,69,5,0,64,43,148,69,0,Matches,ba5004e1
488,Denis Suárez,es ESP,MF,Barcelona,24,1994,0.2,0,0,0,0,0,0,0,,0,6,0,0.0,1,5,0,1,0,0,1,0,0,0,0,Matches,12c50af5
489,Leonardo Suárez,ar ARG,FWMF,Valladolid,22,1996,5.7,4,4,2,1,1,1,10,10.0,9,111,26,23.4,26,53,32,9,1,0,8,1,5,1,0,Matches,25c72b36
490,Luis Suárez,uy URU,FW,Barcelona,31,1987,31.4,20,14,4,9,7,7,17,41.2,10,423,120,28.4,17,147,259,23,3,0,20,6,26,22,0,Matches,a6154613
491,Mario Suárez,es ESP,MF,Rayo Vallecano,31,1987,11.4,31,22,15,13,3,15,33,45.5,18,176,56,31.8,67,92,17,10,3,0,7,13,44,31,0,Matches,7106f0a0
492,Markel Susaeta,es ESP,FW,Athletic Club,30,1987,15.3,15,9,2,8,5,7,40,17.5,33,282,65,23.0,65,131,86,17,0,0,17,11,26,6,0,Matches,6fd1ba62
493,Rodrigo Tarín,es ESP,DF,Leganés,22,1996,15.9,26,17,18,6,2,10,15,66.7,5,132,38,28.8,80,42,10,28,4,0,24,17,43,100,0,Matches,a03c82b2
494,Cristian Tello,es ESP,DFMF,Betis,26,1991,17.5,29,18,15,8,6,15,44,34.1,29,229,63,27.5,84,82,63,30,0,0,30,6,35,10,0,Matches,72a99e38
495,Marc-André ter Stegen,de GER,GK,Barcelona,26,1992,35.0,0,0,0,0,0,0,3,0.0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,1,1,Matches,6f51e382
496,David Timor,es ESP,MFFW,Girona,28,1989,1.8,0,0,0,0,0,0,0,,0,32,9,28.1,7,14,11,2,1,0,1,3,3,4,0,Matches,174651c8
497,Tito,es ESP,DF,Rayo Vallecano,33,1985,12.2,16,12,11,5,0,6,23,26.1,17,169,56,33.1,92,60,17,32,3,0,29,9,25,55,0,Matches,7cefa219
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,18,1999,1.7,4,4,2,2,0,3,5,60.0,2,34,15,44.1,20,8,6,2,0,0,2,1,5,11,0,Matches,88f130ed
499,Karl Toko Ekambi,cm CMR,FW,Villarreal,25,1992,23.8,10,8,3,3,4,2,15,13.3,13,504,91,18.1,55,279,170,9,0,0,9,10,20,10,0,Matches,5ceba7fc
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,23,1994,31.3,11,9,3,8,0,0,15,0.0,15,445,88,19.8,32,241,172,15,2,0,13,9,20,33,0,Matches,02ef8778
501,Toño,es ESP,DFMF,Levante,28,1989,19.6,19,12,16,2,1,9,25,36.0,16,202,57,28.2,96,79,27,42,7,0,35,13,32,34,1,Matches,d4ef9ac5
502,Daniel Torres,co COL,MF,Alavés,28,1989,0.8,1,0,1,0,0,0,2,0.0,2,16,4,25.0,14,2,0,0,0,0,0,2,3,0,0,Matches,87882adc
503,Ferrán Torres,es ESP,MFFW,Valencia,18,2000,9.4,17,9,5,9,3,7,16,43.8,9,228,49,21.5,54,124,50,10,1,0,9,6,23,10,0,Matches,9e1035f8
504,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,30,1988,19.6,54,42,19,24,11,7,39,17.9,32,424,112,26.4,94,232,98,31,2,0,29,18,72,15,0,Matches,fc647b34
505,Manu Trigueros,es ESP,MF,Villarreal,26,1991,17.2,41,29,17,21,3,19,63,30.2,44,383,85,22.2,116,214,53,23,7,0,16,15,56,21,1,Matches,963829d0
506,Patrick Twumasi,gh GHA,MFFW,Alavés,24,1994,1.9,4,3,2,2,0,2,3,66.7,1,52,12,23.1,18,22,12,1,0,0,1,1,5,3,0,Matches,e3993b65
507,Samuel Umtiti,fr FRA,DF,Barcelona,24,1993,13.2,10,6,3,7,0,4,7,57.1,3,101,36,35.6,43,57,1,20,10,0,10,15,25,33,1,Matches,3eed9821
508,Enes Ünal,tr TUR,FW,Valladolid,21,1997,23.9,11,7,1,4,6,2,26,7.7,24,373,69,18.5,24,225,124,17,6,0,11,4,15,22,0,Matches,f8eca1b6
509,Tomáš Vaclík,cz CZE,GK,Sevilla,29,1989,33.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,1,1,Matches,7b456af7
510,Valery,es ESP,DFMF,Girona,18,1999,9.9,18,11,10,7,1,8,17,47.1,9,146,29,19.9,64,57,25,21,1,0,20,8,26,12,0,Matches,4acd733a
511,Jesús Vallejo,es ESP,DFMF,Real Madrid,21,1997,3.5,4,2,3,1,0,3,5,60.0,2,31,10,32.3,18,13,0,8,5,1,3,3,7,16,0,Matches,c2111b45
512,Federico Valverde,uy URU,MF,Real Madrid,20,1998,7.3,15,10,7,5,3,5,11,45.5,6,141,33,23.4,36,82,23,11,2,0,9,18,33,13,0,Matches,0959c2a2
513,Raphaël Varane,fr FRA,DF,Real Madrid,25,1993,30.6,37,30,26,9,2,7,13,53.8,6,179,63,35.2,109,65,5,34,9,0,25,19,56,167,0,Matches,9f8e9423
514,Franco Vázquez,ar ARG,MFFW,Sevilla,29,1989,25.3,52,40,23,20,9,16,72,22.2,56,516,109,21.1,136,279,101,34,2,0,32,16,68,21,0,Matches,467bae22
515,Kevin Vázquez,es ESP,DF,Celta Vigo,25,1993,2.4,7,4,6,1,0,4,7,57.1,3,39,10,25.6,24,12,3,8,2,0,6,5,12,8,0,Matches,ee923664
516,Lucas Vázquez,es ESP,FW,Real Madrid,27,1991,16.8,40,24,15,17,8,13,38,34.2,25,412,105,25.5,82,192,138,23,1,0,22,13,53,7,0,Matches,fd51b456
517,Koke Vegas,es ESP,GK,Levante,22,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,bfb15d99
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,24,1994,14.2,52,26,39,13,0,17,39,43.6,22,200,70,35.0,113,74,13,40,8,1,32,28,80,127,0,Matches,5efb80d5
519,Daniele Verde,it ITA,FWMF,Valladolid,22,1996,7.3,2,1,1,0,1,0,11,0.0,11,133,30,22.6,21,76,36,7,0,0,7,9,11,2,1,Matches,d3298c99
520,Thomas Vermaelen,be BEL,DF,Barcelona,32,1985,6.5,8,3,4,3,1,5,9,55.6,4,70,22,31.4,30,35,5,11,3,0,8,3,11,19,0,Matches,d0d79694
521,Mikel Vesga,es ESP,MF,Leganés,25,1993,23.0,54,43,25,19,10,19,90,21.1,71,701,149,21.3,217,347,137,45,3,0,42,34,88,33,1,Matches,b0fce72c
522,Rúben Vezo,pt POR,DF,Valencia,24,1994,2.2,3,2,3,0,0,1,4,25.0,3,32,15,46.9,21,9,2,4,1,0,3,3,6,9,0,Matches,c67cd65c
523,Rúben Vezo,pt POR,DF,Levante,24,1994,14.9,25,15,19,5,1,11,26,42.3,15,108,40,37.0,76,27,5,35,18,0,17,11,36,95,0,Matches,c67cd65c
524,Aleix Vidal,es ESP,DFMF,Sevilla,28,1989,5.9,17,10,9,6,2,8,19,42.1,11,100,33,33.0,36,47,17,5,0,0,5,4,21,10,0,Matches,04965583
525,Arturo Vidal,cl CHI,MF,Barcelona,31,1987,21.4,87,54,31,42,14,30,78,38.5,48,709,205,28.9,201,366,142,43,5,0,38,22,109,30,1,Matches,67cdbc0e
526,Carlos Vigaray,es ESP,DF,Alavés,23,1994,7.2,16,10,10,5,1,7,14,50.0,7,111,27,24.3,71,33,7,13,2,0,11,6,22,30,0,Matches,f69d934e
527,Dídac Vilà,es ESP,DF,Espanyol,29,1989,26.2,68,33,39,24,5,31,75,41.3,44,440,126,28.6,213,172,55,55,13,1,42,37,105,86,1,Matches,bad38a94
528,Toni Villa,es ESP,MFFW,Valladolid,23,1995,19.6,45,32,21,17,7,21,50,42.0,29,396,94,23.7,96,204,96,25,1,0,24,10,55,5,0,Matches,636eae97
529,Vitolo,es ESP,MFFW,Atlético Madrid,28,1989,8.4,18,15,9,6,3,6,19,31.6,13,219,44,20.1,51,123,45,15,1,0,14,6,24,7,0,Matches,db750822
530,Nikola Vukčević,me MNE,MF,Levante,26,1991,7.4,25,19,14,9,2,7,22,31.8,15,187,52,27.8,69,103,15,22,4,0,18,5,30,17,0,Matches,4442fbcd
531,Moussa Wagué,sn SEN,DF,Barcelona,19,1998,2.5,3,1,2,0,1,1,4,25.0,3,51,11,21.6,25,19,7,5,0,0,5,2,5,7,0,Matches,808df563
532,Wakaso,gh GHA,MF,Alavés,28,1990,18.5,48,27,23,17,8,8,39,20.5,31,427,87,20.4,136,240,51,36,9,0,27,12,60,25,1,Matches,999908af
533,Daniel Wass,dk DEN,DFMF,Valencia,29,1989,26.2,26,18,8,15,3,14,34,41.2,20,394,87,22.1,159,172,63,42,4,0,38,26,52,51,0,Matches,d83bbc54
534,Axel Werner,ar ARG,GK,Huesca,22,1996,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,c0b1a6da
535,Iñaki Williams,gh GHA,FW,Athletic Club,24,1994,33.6,23,11,8,7,8,6,24,25.0,18,548,137,25.0,37,242,269,27,2,0,25,8,31,33,0,Matches,6a99e0b1
536,Maximilian Wöber,at AUT,DF,Sevilla,20,1998,6.0,15,10,9,4,2,4,7,57.1,3,71,24,33.8,32,30,9,9,1,0,8,6,21,24,0,Matches,4b803b3c
537,Yoel,es ESP,GK,Valladolid,29,1988,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches,61bb7498
538,Okay Yokuşlu,tr TUR,MF,Celta Vigo,24,1994,24.4,68,52,31,34,3,25,47,53.2,22,404,118,29.2,135,231,38,42,11,0,31,29,97,49,0,Matches,e49ce451
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,26,1992,23.8,42,22,28,10,4,20,40,50.0,20,261,76,29.1,117,101,43,33,2,0,31,28,70,79,0,Matches,5ca20b7a
540,Nabil El Zhar,ma MAR,MFFW,Leganés,31,1986,10.7,7,5,1,3,3,3,9,33.3,6,160,33,20.6,44,73,43,9,0,0,9,1,8,2,0,Matches,37f96552
541,Luca Zidane,fr FRA,GK,Real Madrid,20,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,c818c4d9
542,Igor Zubeldia,es ESP,MF,Real Sociedad,21,1997,28.3,58,48,26,27,5,16,56,28.6,40,604,154,25.5,217,328,59,42,9,1,33,32,90,79,0,Matches,5c7845f6
543,Martín Zubimendi,es ESP,MF,Real Sociedad,19,1999,0.1,1,0,0,1,0,0,0,,0,5,1,20.0,2,2,1,0,0,0,0,1,2,0,0,Matches,3ee0dd59
544,David Zurutuza,es ESP,MFFW,Real Sociedad,32,1986,13.6,25,14,7,14,4,10,32,31.3,22,307,64,20.8,95,164,48,35,6,0,29,25,50,21,0,Matches,d9bda115
